borough,cd,schooldist,zipcode,address,bldgclass,landuse,numfloors,bldgdepth,yearbuilt,landmark,latitude,longitude
MN,112.0,6.0,10032.0,547 WEST 159 STREET,C,2.0,3.0,52.0,1905.0,,40.8349299,-73.9424941
MN,112.0,6.0,10032.0,543 WEST 160 STREET,C,2.0,5.0,84.0,1910.0,,40.8357368,-73.9424754
MN,112.0,6.0,10032.0,549 WEST 159 STREET,C,2.0,4.0,70.0,1910.0,,40.8349519,-73.9425411
MN,112.0,6.0,10032.0,545 WEST 159 STREET,B,1.0,3.0,52.0,1905.0,,40.8349106,-73.9424472
MN,112.0,6.0,10032.0,547 WEST 160 STREET,C,2.0,5.0,84.0,1907.0,,40.8357973,-73.9426163
MN,112.0,6.0,10032.0,574 WEST 161 STREET,C,2.0,5.0,87.0,1910.0,,40.8360882,-73.9425293
MN,112.0,6.0,10032.0,552 WEST 160 STREET,C,2.0,5.0,84.0,1906.0,,40.835284,-73.9425661
MN,112.0,6.0,10032.0,553 WEST 159 STREET,B,1.0,3.0,40.0,1920.0,,40.8349931,-73.9426386
MN,112.0,6.0,10032.0,550 WEST 160 STREET,C,2.0,5.0,84.0,1906.0,,40.8352345,-73.9424469
MN,112.0,6.0,10032.0,2005 AMSTERDAM AVENUE,M,8.0,4.0,126.0,1910.0,,40.8342153,-73.9405939
MN,112.0,6.0,10032.0,520 WEST 159 STREET,D,3.0,5.0,65.0,2009.0,,40.8343204,-73.9422056
MN,112.0,6.0,10032.0,2002 AMSTERDAM AVENUE,C,4.0,6.0,67.0,1910.0,,40.8343529,-73.9413057
MN,112.0,6.0,10032.0,510 WEST 159 STREET,B,1.0,3.0,60.0,2017.0,,40.8342215,-73.9419671
MN,112.0,6.0,10032.0,1996 AMSTERDAM AVENUE,C,4.0,6.0,75.0,1907.0,,40.834084,-73.9415155
MN,112.0,6.0,10032.0,2013 AMSTERDAM AVENUE,D,4.0,6.0,102.0,1920.0,,40.8344705,-73.9404492
MN,112.0,6.0,10032.0,525 WEST 158 STREET,C,2.0,5.0,89.0,1924.0,,40.8341916,-73.9426646
MN,112.0,6.0,10032.0,1988 AMSTERDAM AVENUE,K,4.0,3.0,100.0,1896.0,,40.8340045,-73.9417071
MN,112.0,6.0,10032.0,504 WEST 159 STREET,C,2.0,6.0,50.0,1900.0,,40.8341829,-73.941754
MN,112.0,6.0,10032.0,1986 AMSTERDAM AVENUE,K,4.0,3.0,98.0,1930.0,,40.8339029,-73.9416819
MN,112.0,6.0,10032.0,515 WEST 158 STREET,C,2.0,3.0,35.0,1899.0,,40.8340487,-73.9423287
MN,112.0,6.0,10032.0,507 WEST 158 STREET,C,2.0,5.0,85.0,1905.0,,40.8339773,-73.9421517
MN,112.0,6.0,10032.0,2001 AMSTERDAM AVENUE,C,4.0,6.0,68.0,1900.0,,40.8341303,-73.9407747
MN,112.0,6.0,10032.0,2006 AMSTERDAM AVENUE,C,4.0,6.0,63.0,1906.0,,40.8344764,-73.9412153
MN,112.0,6.0,10032.0,532 WEST 159 STREET,C,2.0,5.0,83.0,1913.0,,40.8345375,-73.9427221
MN,112.0,6.0,10032.0,2011 AMSTERDAM AVENUE,C,4.0,6.0,93.0,1930.0,,40.8343415,-73.9405215
MN,112.0,6.0,10032.0,503 WEST 158 STREET,C,2.0,5.0,86.0,1896.0,,40.8338949,-73.9419566
MN,112.0,6.0,10032.0,528 WEST 159 STREET,C,2.0,5.0,84.0,1913.0,,40.8344715,-73.9425632
MN,112.0,6.0,10032.0,521 WEST 158 STREET,C,2.0,3.0,50.0,1899.0,,40.8341284,-73.9425165
MN,112.0,6.0,10032.0,508 WEST 159 STREET,S,4.0,4.0,30.0,1900.0,,40.8341995,-73.941913
MN,112.0,6.0,10032.0,530 WEST 159 STREET,C,2.0,5.0,84.0,1913.0,,40.8345045,-73.9426427
MN,112.0,6.0,10032.0,519 WEST 158 STREET,C,2.0,3.0,50.0,1910.0,,40.8341037,-73.9424551
MN,112.0,6.0,10032.0,511 WEST 159 STREET,C,2.0,5.0,82.0,1910.0,,40.8345424,-73.9415694
MN,112.0,6.0,10032.0,516 WEST 159 STREET,C,2.0,5.0,85.0,1913.0,,40.83426,-73.9420611
MN,112.0,6.0,10032.0,522 WEST 159 STREET,C,2.0,4.0,76.0,1900.0,,40.8343699,-73.9423248
MN,112.0,6.0,10032.0,1001 ST NICHOLAS AVENUE,C,2.0,6.0,66.0,1902.0,,40.8340369,-73.9405543
MN,112.0,6.0,10032.0,535 WEST 163 STREET,C,2.0,5.0,88.0,1900.0,,40.8374541,-73.9407356
MN,112.0,6.0,10032.0,3901 BROADWAY,D,4.0,6.0,112.0,1930.0,,40.8381713,-73.9424299
MN,112.0,6.0,10032.0,625 WEST 164 STREET,C,2.0,5.0,120.0,1930.0,,40.8391486,-73.9426676
MN,112.0,6.0,10032.0,540 WEST 163 STREET,R,3.0,7.0,56.83,2008.0,,40.8371717,-73.9412454
MN,112.0,6.0,10032.0,552 WEST 163 STREET,C,2.0,5.0,85.0,1920.0,,40.8373476,-73.9416645
MN,112.0,6.0,10032.0,545 WEST 164 STREET,D,4.0,6.0,158.0,1915.0,,40.8381401,-73.9403447
MN,112.0,6.0,10032.0,546 WEST 165 STREET,C,2.0,5.0,102.0,1910.0,,40.8385299,-73.9405142
MN,112.0,6.0,10032.0,3910 BROADWAY,D,4.0,6.0,88.0,1909.0,,40.838072,-73.9414362
MN,112.0,6.0,10032.0,3926 BROADWAY,D,4.0,10.0,90.0,1910.0,,40.8387662,-73.9409296
MN,112.0,6.0,10032.0,3885 BROADWAY,D,4.0,6.0,90.0,1950.0,,40.8377104,-73.9427086
MN,112.0,6.0,10032.0,548 WEST 163 STREET,C,2.0,5.0,86.0,1920.0,,40.8372898,-73.9415236
MN,112.0,6.0,10032.0,3890 BROADWAY,D,4.0,6.0,88.0,1910.0,,40.8374465,-73.9418921
MN,112.0,6.0,10032.0,130 FT WASHINGTON AVENUE,D,4.0,7.0,130.0,1924.0,,40.8397168,-73.9428839
MN,112.0,6.0,10032.0,3900 BROADWAY,D,4.0,6.0,88.0,1925.0,,40.8378251,-73.9416171
MN,112.0,6.0,10032.0,539 WEST 163 STREET,C,4.0,5.0,88.0,1900.0,,40.8375585,-73.9409849
MN,112.0,6.0,10032.0,601 WEST 164 STREET,D,4.0,6.0,125.0,1915.0,,40.8388079,-73.9419162
MN,112.0,6.0,10032.0,3915 BROADWAY,D,4.0,6.0,115.0,1920.0,,40.8384128,-73.9422526
MN,112.0,6.0,10032.0,3880 BROADWAY,D,4.0,6.0,87.0,1910.0,,40.8372023,-73.9420693
MN,112.0,6.0,10032.0,3924 BROADWAY,C,4.0,4.0,71.0,1937.0,,40.8386043,-73.9410454
MN,112.0,6.0,10032.0,3920 BROADWAY,D,4.0,6.0,88.0,1910.0,,40.8384534,-73.9411575
MN,112.0,6.0,10032.0,3931 BROADWAY,D,4.0,6.0,85.0,1930.0,,40.8391179,-73.9416918
MN,112.0,6.0,10032.0,1061 ST NICHOLAS AVENUE,D,4.0,6.0,124.0,1910.0,,40.8373195,-73.9404394
MN,112.0,6.0,10032.0,549 WEST 163 STREET,D,3.0,6.0,89.0,1910.0,,40.837685,-73.9412811
MN,112.0,6.0,10032.0,554 WEST 165 STREET,B,1.0,4.0,60.0,1910.0,,40.8386481,-73.9407056
MN,112.0,6.0,10032.0,1071 ST NICHOLAS AVENUE,D,3.0,6.0,75.0,1910.0,,40.8375884,-73.9403235
MN,112.0,6.0,10032.0,556 WEST 165 STREET,C,2.0,4.0,60.0,1900.0,,40.83867,-73.9407526
MN,112.0,6.0,10032.0,610 WEST 164 STREET,C,2.0,5.0,86.0,1925.0,,40.8386024,-73.9427006
MN,112.0,6.0,10032.0,558 WEST 164 STREET,D,3.0,6.0,86.0,1910.0,,40.8379154,-73.9410713
MN,112.0,6.0,10032.0,548 WEST 165 STREET,C,2.0,4.0,60.0,1913.0,,40.8385794,-73.9405575
MN,112.0,6.0,10032.0,552 WEST 165 STREET,C,2.0,3.0,60.0,1900.0,,40.8386233,-73.940655
MN,112.0,6.0,10032.0,615 WEST 164 STREET,C,4.0,5.0,120.0,1930.0,,40.8389755,-73.9422738
MN,112.0,6.0,10032.0,602 WEST 165 STREET,C,4.0,5.0,110.0,1930.0,,40.8392773,-73.9419989
MN,112.0,6.0,10032.0,616 WEST 165 STREET,C,4.0,5.0,118.0,1930.0,,40.8394833,-73.9424251
MN,112.0,6.0,10032.0,550 WEST 165 STREET,C,2.0,3.0,60.0,1898.0,,40.8386013,-73.9406081
MN,112.0,6.0,10032.0,548 WEST 164 STREET,D,3.0,6.0,86.0,1910.0,,40.8377395,-73.940645
MN,112.0,6.0,10032.0,544 WEST 163 STREET,C,2.0,5.0,85.0,1920.0,,40.8372321,-73.9413863
MN,112.0,6.0,10032.0,559 WEST 164 STREET,D,3.0,6.0,104.0,1911.0,,40.8383187,-73.9407927
MN,112.0,6.0,10032.0,611 WEST 163 STREET,C,2.0,5.0,85.0,1930.0,,40.8383087,-73.9427586
MN,112.0,6.0,10032.0,540 ST NICHOLAS AVENUE,D,4.0,6.0,135.0,1910.0,,40.8384447,-73.9402721
MN,112.0,6.0,10032.0,3810 BROADWAY,D,3.0,6.0,110.0,1908.0,,40.8349387,-73.9436831
MN,112.0,6.0,10032.0,38 FT WASHINGTON AVENUE,D,3.0,6.0,108.0,1950.0,,40.8364677,-73.9441913
MN,112.0,6.0,10032.0,3841 BROADWAY,D,4.0,10.0,113.0,1913.0,,40.8362974,-73.9437976
MN,112.0,6.0,10032.0,3851 BROADWAY,D,4.0,10.0,114.0,1920.0,,40.8365416,-73.9436167
MN,112.0,6.0,10032.0,3820 BROADWAY,D,4.0,6.0,90.0,1907.0,,40.8353311,-73.9434406
MN,112.0,6.0,10032.0,46 FT WASHINGTON AVENUE,D,4.0,6.0,132.0,1920.0,,40.8367229,-73.9440465
MN,112.0,6.0,10032.0,605 WEST 161 STREET,D,3.0,10.0,67.25,2015.0,,40.8370274,-73.9435837
MN,112.0,6.0,10032.0,56 FT WASHINGTON AVENUE,D,3.0,6.0,115.0,1915.0,,40.837162,-73.9439052
MN,112.0,6.0,10032.0,3821 BROADWAY,K,4.0,3.0,122.0,1919.0,,40.8358172,-73.9441377
MN,112.0,6.0,10032.0,2017 AMSTERDAM AVENUE,C,4.0,6.0,85.0,1923.0,,40.834915,-73.9401922
MN,112.0,6.0,10032.0,540 WEST 159 STREET,C,2.0,5.0,87.92,1913.0,,40.8346776,-73.9430581
MN,112.0,6.0,10032.0,541 WEST 158 STREET,C,2.0,6.0,85.0,1909.0,,40.8344472,-73.9432715
MN,112.0,6.0,10032.0,537 WEST 158 STREET,C,2.0,6.0,85.0,1909.0,,40.8343895,-73.9431378
MN,112.0,6.0,10032.0,533 WEST 158 STREET,C,2.0,6.0,85.0,1909.0,,40.8343345,-73.9430078
MN,112.0,6.0,10032.0,542 WEST 159 STREET,C,2.0,5.0,87.92,1913.0,,40.8347271,-73.9431773
MN,112.0,6.0,10032.0,3800 BROADWAY,D,4.0,6.0,112.0,1910.0,,40.8346945,-73.9438603
MN,112.0,6.0,10032.0,521 WEST 162 STREET,C,2.0,3.0,49.0,1920.0,,40.8366197,-73.9406894
MN,112.0,6.0,10032.0,523 WEST 162 STREET,C,2.0,3.0,49.0,1920.0,,40.8366472,-73.9407472
MN,112.0,6.0,10032.0,10 FT WASHINGTON AVENUE,N,8.0,4.0,84.08,1920.0,,40.8360369,-73.9444121
MN,112.0,6.0,10032.0,86 FT WASHINGTON AVENUE,D,3.0,6.0,155.0,1930.0,,40.8380978,-73.943478
MN,112.0,6.0,10032.0,66 FT WASHINGTON AVENUE,D,4.0,6.0,142.0,1920.0,,40.8374227,-73.9437605
MN,112.0,6.0,10032.0,80 FT WASHINGTON AVENUE,D,3.0,6.0,158.0,1920.0,,40.8378096,-73.9435686
MN,112.0,6.0,10032.0,604 WEST 162 STREET,D,4.0,6.0,80.0,1910.0,,40.8372743,-73.9434064
MN,112.0,6.0,10032.0,535 WEST 162 STREET,C,2.0,5.0,87.0,1920.0,,40.8368368,-73.9412023
MN,112.0,6.0,10032.0,528 WEST 162ND STREET,R,8.0,8.0,99.0,1914.0,,40.8364224,-73.9413942
MN,112.0,6.0,10032.0,577 WEST 161 STREET,R,4.0,6.0,95.0,2014.0,,40.836486,-73.9423085
MN,112.0,6.0,10032.0,3868 BROADWAY,D,4.0,6.0,88.0,1910.0,,40.8368264,-73.9423516
MN,112.0,6.0,10032.0,530 WEST 163 STREET,C,2.0,6.0,88.0,1923.0,,40.8369711,-73.9407649
MN,112.0,6.0,10032.0,556 WEST 162 STREET,B,1.0,3.0,52.0,1910.0,,40.8366698,-73.9419831
MN,112.0,6.0,10032.0,539 WEST 162 STREET,C,2.0,5.0,87.0,1920.0,,40.836944,-73.9414552
MN,112.0,6.0,10032.0,546 WEST 162 STREET,C,2.0,3.0,52.0,1920.0,,40.8365516,-73.9416977
MN,112.0,6.0,10032.0,544 WEST 162 STREET,C,2.0,3.0,52.0,1910.0,,40.8365269,-73.9416435
MN,112.0,6.0,10032.0,519 WEST 162 STREET,B,1.0,3.0,56.0,1920.0,,40.836595,-73.9406279
MN,112.0,6.0,10032.0,529 WEST 162 STREET,C,2.0,3.0,49.0,1920.0,,40.8367186,-73.9409206
MN,112.0,6.0,10032.0,505 WEST 162 STREET,D,4.0,6.0,155.0,1922.0,,40.8364851,-73.940404
MN,112.0,6.0,10032.0,552 WEST 162 STREET,C,2.0,3.0,54.0,1899.0,,40.8366231,-73.9418711
MN,112.0,6.0,10032.0,573 WEST 161 STREET,D,4.0,6.0,90.0,2008.0,,40.8364366,-73.9421893
MN,112.0,6.0,10032.0,3860 BROADWAY,D,4.0,6.0,88.0,1910.0,,40.8365795,-73.9425325
MN,112.0,6.0,10032.0,554 WEST 162 STREET,A,1.0,3.0,54.0,1910.0,,40.8366478,-73.9419289
MN,112.0,6.0,10032.0,569 WEST 161 STREET,C,2.0,4.0,64.0,1910.0,,40.8363761,-73.9420484
MN,112.0,6.0,10032.0,571 WEST 161 STREET,C,2.0,4.0,62.0,1900.0,,40.8364008,-73.9421062
MN,112.0,6.0,10032.0,550 WEST 162 STREET,N,8.0,4.0,52.0,1910.0,,40.8365983,-73.9418097
MN,112.0,6.0,10032.0,558 WEST 162 STREET,C,2.0,3.0,66.0,1920.0,,40.8366945,-73.9420373
MN,112.0,6.0,10032.0,533 WEST 162 STREET,B,1.0,3.0,48.0,1920.0,,40.8367681,-73.9410398
MN,112.0,6.0,10032.0,548 WEST 162 STREET,C,2.0,3.0,52.0,1910.0,,40.8365736,-73.9417555
MN,112.0,6.0,10032.0,525 WEST 162 STREET,S,4.0,3.0,52.0,1899.0,,40.8366719,-73.9408086
MN,112.0,6.0,10032.0,531 WEST 162 STREET,C,2.0,3.0,48.0,1920.0,,40.8367434,-73.9409784
MN,112.0,6.0,10032.0,520 WEST 163 STREET,D,4.0,6.0,99.0,1922.0,,40.8368254,-73.9404615
MN,112.0,6.0,10032.0,555 WEST 159 STREET,C,2.0,3.0,40.0,1920.0,,40.8350123,-73.9426856
MN,112.0,6.0,10032.0,551 WEST 160 STREET,C,2.0,5.0,84.0,1907.0,,40.8358577,-73.9427608
MN,112.0,6.0,10032.0,569 WEST 159 STREET,C,2.0,4.0,60.0,1910.0,,40.8351525,-73.9430179
MN,112.0,6.0,10032.0,538 WEST 159 STREET,C,2.0,5.0,83.0,1913.0,,40.8346364,-73.9429606
MN,112.0,6.0,10032.0,554 WEST 160 STREET,C,2.0,5.0,84.0,1906.0,,40.8353334,-73.9426817
MN,112.0,6.0,10032.0,556 WEST 160 STREET,C,2.0,5.0,84.0,1906.0,,40.8353829,-73.9428009
MN,112.0,6.0,10032.0,565 WEST 159 STREET,A,1.0,3.0,40.0,1910.0,,40.8351112,-73.942924
MN,112.0,6.0,10032.0,534 WEST 159 STREET,C,2.0,5.0,83.0,1913.0,,40.8345705,-73.9428016
MN,112.0,6.0,10032.0,559 WEST 159 STREET,C,2.0,3.0,40.0,1920.0,,40.8350508,-73.9427795
MN,112.0,6.0,10032.0,536 WEST 159 STREET,C,2.0,5.0,83.0,1913.0,,40.8346034,-73.9428811
MN,112.0,6.0,10032.0,560 WEST 160 STREET,C,2.0,5.0,84.0,1909.0,,40.8354434,-73.9429454
MN,112.0,6.0,10032.0,567 WEST 159 STREET,A,1.0,3.0,40.0,1910.0,,40.8351332,-73.942971
MN,112.0,6.0,10032.0,557 WEST 159 STREET,B,1.0,3.0,64.0,1920.0,,40.8350316,-73.9427326
MN,112.0,6.0,10032.0,570 WEST 159 STREET,A,1.0,3.0,35.0,1910.0,,40.834837,-73.9434374
MN,112.0,6.0,10032.0,566 WEST 159 STREET,D,3.0,7.0,85.0,1913.0,,40.8347876,-73.9433182
MN,112.0,6.0,10032.0,545 WEST 158 STREET,D,3.0,6.0,86.0,1911.0,,40.8345434,-73.9435027
MN,109.0,5.0,10027.0,3139 BROADWAY,C,4.0,6.0,90.0,1905.0,,40.8140857,-73.959972
MN,101.0,2.0,10004.0,1 SOUTH STREET,O,5.0,3.0,227.0,1960.0,,40.7009177,-74.014444
MN,109.0,5.0,10027.0,500 RIVERSIDE DRIVE,H,8.0,13.0,184.0,1926.0,,40.8137843,-73.9615365
MN,109.0,5.0,10027.0,530 RIVERSIDE DRIVE,D,3.0,6.0,73.0,1926.0,,40.8147091,-73.9610699
MN,109.0,5.0,10027.0,528 WEST 123 STREET,C,2.0,5.0,85.0,1901.0,,40.8116042,-73.9592113
MN,109.0,5.0,10027.0,3163 BROADWAY,C,4.0,6.0,85.0,1926.0,,40.8150076,-73.9592995
MN,109.0,5.0,10027.0,200 CLAREMONT AVENUE,D,3.0,6.0,100.0,1926.0,,40.8151532,-73.9596173
MN,109.0,5.0,10027.0,549 RIVERSIDE DRIVE,D,4.0,6.0,95.0,1925.0,,40.8155158,-73.9604625
MN,109.0,5.0,10027.0,80 LA SALLE STREET,D,3.0,21.0,180.0,1956.0,,40.8125152,-73.9586977
MN,109.0,5.0,10027.0,3147 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.8143134,-73.9598057
MN,109.0,5.0,10027.0,568 WEST 125 STREET,K,5.0,1.0,100.0,1957.0,,40.8148727,-73.9580135
MN,109.0,5.0,10027.0,182 CLAREMONT AVENUE,C,2.0,5.0,87.0,1926.0,,40.814448,-73.9601308
MN,109.0,5.0,10027.0,41 TIEMANN PLACE,D,4.0,6.0,132.0,1907.0,,40.8156965,-73.9591979
MN,109.0,5.0,10027.0,188 CLAREMONT AVENUE,C,2.0,5.0,87.0,1905.0,,40.8147389,-73.959921
MN,109.0,5.0,10027.0,3191 BROADWAY,D,4.0,34.0,100.0,2023.0,,40.8158117,-73.9588402
MN,109.0,5.0,10027.0,183 CLAREMONT AVENUE,D,3.0,6.0,100.0,1941.0,,40.8146843,-73.9606978
MN,109.0,5.0,10027.0,3151 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.8145137,-73.9596575
MN,109.0,5.0,10027.0,3149 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.8144149,-73.9597334
MN,109.0,5.0,10027.0,181 CLAREMONT AVENUE,D,3.0,6.0,85.0,1926.0,,40.8145059,-73.960828
MN,109.0,5.0,10027.0,3137 BROADWAY,C,4.0,5.0,82.0,1901.0,,40.8137838,-73.9601564
MN,109.0,5.0,10027.0,175 CLAREMONT AVENUE,D,3.0,6.0,75.0,1926.0,,40.8142891,-73.9609654
MN,109.0,5.0,10027.0,126 LA SALLE STREET,D,3.0,6.0,86.5,1905.0,,40.8138306,-73.9604888
MN,109.0,5.0,10027.0,167 CLAREMONT AVENUE,D,3.0,12.0,186.0,1961.0,,40.81413,-73.9612978
MN,109.0,5.0,10027.0,3105 BROADWAY,D,3.0,7.0,79.0,1941.0,,40.8129578,-73.9607638
MN,109.0,5.0,10027.0,550 RIVERSIDE DRIVE,D,3.0,6.0,121.0,1926.0,,40.8160647,-73.9601876
MN,109.0,5.0,10027.0,3115 BROADWAY,C,2.0,6.0,82.0,1920.0,,40.8131801,-73.9606264
MN,109.0,5.0,10027.0,170 CLAREMONT AVENUE,C,2.0,6.0,56.0,1926.0,,40.81388,-73.9606621
MN,109.0,5.0,10027.0,191 CLAREMONT AVENUE,D,3.0,6.0,77.0,1912.0,,40.8150739,-73.9603941
MN,109.0,5.0,10027.0,51 TIEMANN PLACE,D,3.0,6.0,130.0,1926.0,,40.8158257,-73.9595121
MN,109.0,5.0,10027.0,3157 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.8148622,-73.959408
MN,109.0,5.0,10027.0,120 CLAREMONT AVENUE,W,8.0,21.0,200.0,1900.0,,40.8127274,-73.9611794
MN,109.0,5.0,10027.0,195 CLAREMONT AVENUE,D,4.0,6.0,90.0,1925.0,,40.8153483,-73.9601952
MN,109.0,5.0,10027.0,3165 BROADWAY,C,2.0,6.0,90.0,1920.0,,40.8151092,-73.9592272
MN,109.0,5.0,10027.0,614 WEST 125 STREET,V,11.0,,0.0,0.0,,40.8161467,-73.9592302
MN,109.0,5.0,10027.0,61 TIEMANN PLACE,D,3.0,6.0,152.0,1926.0,,40.8159795,-73.9598155
MN,109.0,5.0,10027.0,628 WEST 125 STREET,W,8.0,4.0,150.0,1934.0,,40.8164762,-73.9595551
MN,109.0,5.0,10027.0,3133 BROADWAY,C,2.0,5.0,70.0,1901.0,,40.8136164,-73.9602794
MN,109.0,5.0,10027.0,564 RIVERSIDE DRIVE,D,3.0,26.0,265.0,1964.0,,40.8168717,-73.9603497
MN,109.0,5.0,10027.0,192 CLAREMONT AVENUE,C,2.0,5.0,87.0,1905.0,,40.8149474,-73.9597692
MN,109.0,5.0,10027.0,524 WEST 123 STREET,C,2.0,5.0,85.0,1926.0,,40.8115163,-73.9590018
MN,109.0,5.0,10027.0,528 RIVERSIDE DRIVE,D,3.0,6.0,80.0,1926.0,,40.8144621,-73.9612362
MN,109.0,5.0,10027.0,3080 BROADWAY,W,8.0,10.5,257.42,1982.0,,40.8118982,-73.9602587
MN,109.0,5.0,10027.0,189 CLAREMONT AVENUE,D,3.0,6.0,77.0,1905.0,,40.8148901,-73.9605279
MN,109.0,5.0,10027.0,552 RIVERSIDE DRIVE,D,3.0,6.0,171.0,1910.0,,40.8163309,-73.9600754
MN,109.0,5.0,10027.0,186 CLAREMONT AVENUE,C,2.0,5.0,87.0,1926.0,,40.8146428,-73.9599897
MN,109.0,5.0,10027.0,558 RIVERSIDE DRIVE,D,3.0,26.0,126.0,1968.0,,40.8169072,-73.9599017
MN,109.0,5.0,10027.0,180 CLAREMONT AVENUE,D,4.0,6.0,90.0,1926.0,,40.8142751,-73.9602573
MN,109.0,5.0,10027.0,146 CLAREMONT AVENUE,D,3.0,6.0,96.0,1940.0,,40.8132406,-73.9609985
MN,109.0,5.0,10027.0,548 RIVERSIDE DRIVE,D,3.0,6.0,80.0,1926.0,,40.8152414,-73.9606613
MN,109.0,5.0,10027.0,184 CLAREMONT AVENUE,C,2.0,5.0,87.0,1926.0,,40.8145468,-73.9600621
MN,109.0,5.0,10027.0,3181 BROADWAY,R,4.0,6.0,0.0,1926.0,,40.8154851,-73.9589452
MN,109.0,5.0,10027.0,1268 AMSTERDAM AVENUE,C,4.0,5.0,84.0,1901.0,,40.8111098,-73.9583229
MN,109.0,5.0,10027.0,547 RIVERSIDE DRIVE,D,3.0,6.0,80.0,1926.0,,40.8149807,-73.9608566
MN,109.0,5.0,10027.0,1272 AMSTERDAM AVENUE,C,4.0,5.0,84.0,1926.0,,40.8112415,-73.9582289
MN,109.0,5.0,10027.0,3153 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.8146125,-73.9595851
MN,109.0,5.0,10027.0,3155 BROADWAY,C,4.0,6.0,86.0,1905.0,,40.814714,-73.9595128
MN,109.0,5.0,10027.0,3117 BROADWAY,D,3.0,6.0,85.0,1940.0,,40.8134216,-73.9604637
MN,109.0,5.0,10027.0,3143 BROADWAY,C,4.0,6.0,85.0,1905.0,,40.8142091,-73.9598816
MN,109.0,5.0,10027.0,124 LA SALLE STREET,C,2.0,5.0,87.0,1901.0,,40.8137702,-73.9603804
MN,109.0,5.0,10027.0,3081 BROADWAY,W,8.0,6.0,200.0,1924.0,,40.8123652,-73.9614434
MN,109.0,5.0,10027.0,3135 BROADWAY,C,2.0,5.0,70.0,1901.0,,40.813696,-73.9602215
MN,109.0,5.0,10027.0,140 CLAREMONT AVENUE,D,3.0,6.0,104.0,1905.0,,40.8130238,-73.9611359
MN,109.0,5.0,10027.0,522 WEST 123 STREET,C,2.0,5.0,85.0,1926.0,,40.8114751,-73.9589007
MN,109.0,5.0,10027.0,1274 AMSTERDAM AVENUE,C,4.0,6.0,93.0,1905.0,,40.8113019,-73.9581855
MN,109.0,5.0,10027.0,520 WEST 123 STREET,C,2.0,5.0,85.0,1901.0,,40.8114284,-73.9587923
MN,109.0,5.0,10027.0,530 WEST 123 STREET,C,2.0,5.0,85.0,1901.0,,40.8116481,-73.959316
MN,109.0,5.0,10027.0,503 WEST 122 STREET,C,2.0,6.0,75.0,1905.0,,40.8110578,-73.9586517
MN,109.0,5.0,10027.0,1260 AMSTERDAM AVENUE,C,2.0,6.0,88.0,1901.0,,40.8109122,-73.9584639
MN,109.0,5.0,10027.0,1270 AMSTERDAM AVENUE,C,4.0,5.0,85.0,1926.0,,40.8111729,-73.9582759
MN,109.0,5.0,10027.0,1264 AMSTERDAM AVENUE,C,2.0,6.0,83.0,1901.0,,40.8110275,-73.9583808
MN,109.0,5.0,10027.0,515 WEST 122 STREET,D,3.0,6.0,76.0,1907.0,,40.8112748,-73.9591717
MN,109.0,5.0,10027.0,521 WEST 122 STREET,D,3.0,6.0,76.0,1907.0,,40.8113599,-73.9593704
MN,109.0,5.0,10027.0,505 WEST 122 STREET,C,2.0,6.0,75.0,1905.0,,40.8111072,-73.9587745
MN,109.0,5.0,10027.0,526 WEST 123 STREET,C,2.0,5.0,85.0,1926.0,,40.8115602,-73.9591065
MN,109.0,5.0,10027.0,511 WEST 122 STREET,D,3.0,6.0,76.0,1907.0,,40.8111814,-73.9589514
MN,109.0,5.0,10027.0,510 WEST 123 STREET,D,3.0,6.0,86.0,1926.0,,40.8113377,-73.9585756
MN,109.0,5.0,10027.0,535 WEST 133 STREET,D,3.0,6.0,84.67,1926.0,,40.8183872,-73.9542394
MN,109.0,5.0,10031.0,1484 AMSTERDAM AVENUE,C,4.0,6.0,84.0,1905.0,,40.8179505,-73.9533365
MN,109.0,5.0,10031.0,520 WEST 134 STREET,C,2.0,5.0,88.0,1910.0,,40.8187167,-73.9544704
MN,109.0,5.0,10031.0,516 WEST 134 STREET,C,2.0,5.0,85.0,1915.0,,40.8186013,-73.9541959
MN,109.0,5.0,10031.0,522 WEST 134 STREET,C,2.0,5.0,87.0,1905.0,,40.8187744,-73.9546077
MN,109.0,5.0,10027.0,2307 JOE DIMAGGIO HIGHWAY,V,11.0,,0.0,0.0,,40.818853,-73.959308
MN,109.0,5.0,10027.0,603 WEST 129 STREET,W,8.0,9.0,200.0,2014.0,,40.8169863,-73.9584746
MN,109.0,5.0,10027.0,3291 BROADWAY,D,4.0,6.0,112.0,1905.0,,40.8188136,-73.9565875
MN,109.0,5.0,10027.0,3285 BROADWAY,C,2.0,4.0,85.0,1901.0,,40.8185639,-73.9567033
MN,109.0,5.0,10027.0,3289 BROADWAY,C,2.0,4.0,61.0,1920.0,,40.8186681,-73.9565731
MN,109.0,5.0,10027.0,2301 JOE DIMAGGIO HIGHWAY,V,11.0,,0.0,0.0,,40.818735,-73.9593948
MN,109.0,5.0,10027.0,2285 12 AVENUE,W,8.0,11.0,305.0,2019.0,,40.8178592,-73.9586149
