borough,cd,schooldist,zipcode,address,bldgclass,landuse,numfloors,bldgdepth,yearbuilt,landmark,latitude,longitude
MN,110.0,3.0,10026.0,120 WEST 118 STREET,R,2.0,5.0,74.0,1910.0,,40.8035639,-73.9498826
MN,110.0,3.0,10026.0,115 WEST 117 STREET,C,2.0,3.0,100.92,2004.0,,40.8032703,-73.9499479
MN,110.0,3.0,10026.0,155 LENOX AVENUE,C,4.0,5.0,65.0,1920.0,,40.8033056,-73.9492001
MN,110.0,3.0,10026.0,252 WEST 115 STREET,W,8.0,2.0,100.0,1992.0,,40.8029675,-73.9546184
MN,110.0,3.0,10026.0,117 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.803295,-73.9500129
MN,107.0,3.0,10025.0,134 WEST 93 STREET,R,3.0,9.0,82.0,1925.0,,40.7912417,-73.9702782
MN,107.0,3.0,10025.0,327 CENTRAL PARK WEST,R,4.0,16.5,119.0,1929.0,,40.7897201,-73.9665592
MN,107.0,3.0,10025.0,20 WEST 94 STREET,W,8.0,4.0,55.0,1900.0,,40.7905545,-73.9666961
MN,107.0,3.0,10025.0,5 WEST 93 STREET,W,8.0,3.0,95.0,1900.0,,40.7902636,-73.9667793
MN,107.0,3.0,10025.0,119 WEST 92 STREET,C,2.0,5.0,65.0,1920.0,,40.7908601,-73.9701375
MN,107.0,3.0,10025.0,31 WEST 93 STREET,D,3.0,4.0,55.0,1900.0,,40.7904339,-73.96718
MN,107.0,3.0,10025.0,37 WEST 93 STREET,D,3.0,8.0,84.0,1920.0,,40.7906152,-73.9675844
MN,107.0,3.0,10025.0,141 WEST 93 STREET,C,2.0,3.0,64.0,1910.0,,40.7916396,-73.9700505
MN,107.0,3.0,10025.0,55 WEST 92 STREET,D,3.0,6.0,81.0,1951.0,,40.7900389,-73.9682059
MN,107.0,3.0,10025.0,153 WEST 93 STREET,R,2.0,3.0,0.0,1900.0,,40.7918895,-73.9706138
MN,107.0,3.0,10025.0,158 WEST 92 STREET,B,1.0,3.0,52.0,1899.0,,40.7910279,-73.9717156
MN,107.0,3.0,10025.0,152 WEST 92 STREET,C,4.0,3.0,63.0,1910.0,,40.7909538,-73.9715387
MN,107.0,3.0,10025.0,142 WEST 92 STREET,C,2.0,3.0,63.0,1910.0,,40.7908275,-73.9712426
MN,107.0,3.0,10025.0,151 WEST 93 STREET,R,2.0,3.0,0.0,1900.0,,40.7918675,-73.9705632
MN,107.0,3.0,10025.0,661 AMSTERDAM AVENUE,R,4.0,6.0,0.0,1940.0,,40.7916812,-73.9716901
MN,107.0,3.0,10025.0,159 WEST 93 STREET,M,8.0,4.0,90.0,1910.0,,40.7919884,-73.9708413
MN,107.0,3.0,10025.0,154 WEST 94 STREET,C,2.0,3.0,52.0,1899.0,,40.7921255,-73.9704151
MN,107.0,3.0,10024.0,102 WEST 91 STREET,D,3.0,11.0,91.0,1993.0,,40.7897047,-73.9704414
MN,110.0,3.0,10026.0,227 WEST 116 STREET,R,4.0,6.0,91.0,1910.0,,40.8040871,-73.9538339
MN,110.0,3.0,10026.0,1881 ADAM C POWELL BLVD,M,8.0,3.0,139.0,1925.0,,40.8018635,-73.9529469
MN,110.0,3.0,10026.0,2122 FREDRICK DOUGLASS BL,C,4.0,5.0,65.0,1910.0,,40.8033824,-73.9557596
MN,110.0,3.0,10026.0,2110 FREDRICK DOUGLASS BL,R,4.0,9.0,80.0,2008.0,,40.8031849,-73.9559006
MN,110.0,3.0,10026.0,1880 ADAM C POWELL BLVD,D,3.0,6.0,89.0,1920.0,,40.8022673,-73.9537304
MN,110.0,3.0,10026.0,110 ST NICHOLAS AVENUE,C,4.0,5.0,80.0,1900.0,,40.8027278,-73.9523358
MN,110.0,3.0,10026.0,1885 ADAM C POWELL BLVD,D,3.0,6.0,72.0,1900.0,,40.8020995,-73.9528817
MN,110.0,3.0,10026.0,106 WEST 116 STREET,R,4.0,16.0,71.0,2006.0,,40.8020491,-73.9504942
MN,110.0,3.0,10026.0,276 WEST 117 STREET,C,2.0,5.0,63.0,1910.0,,40.8046582,-73.9544222
MN,110.0,3.0,10026.0,200 WEST 118 STREET,C,2.0,5.0,30.0,1910.0,,40.8044486,-73.9519987
MN,110.0,3.0,10026.0,135 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8035478,-73.9506087
MN,110.0,3.0,10026.0,135 WEST 116 STREET,C,4.0,5.0,90.0,1920.0,,40.8029112,-73.9510679
MN,110.0,3.0,10026.0,1941 ADAM C POWELL BLVD,C,4.0,5.0,95.0,1920.0,,40.8038474,-73.9515512
MN,110.0,3.0,10026.0,2120 FREDRICK DOUGLASS BL,C,4.0,5.0,65.0,1900.0,,40.803333,-73.9557921
MN,110.0,3.0,10026.0,2142 FREDRICK DOUGLASS BL,S,4.0,3.0,100.0,1900.0,,40.8040739,-73.9552101
MN,110.0,3.0,10026.0,128 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8030015,-73.9504971
MN,110.0,3.0,10026.0,143 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8036659,-73.9508939
MN,110.0,3.0,10026.0,147 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8037236,-73.9510275
MN,110.0,3.0,10026.0,149 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8037511,-73.9510961
MN,110.0,3.0,10026.0,129 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8034626,-73.9504101
MN,110.0,3.0,10026.0,131 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8034901,-73.9504751
MN,110.0,3.0,10026.0,148 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.803312,-73.9512373
MN,110.0,3.0,10026.0,1951 ADAM C POWELL BLVD,C,4.0,5.0,93.0,1920.0,,40.8042397,-73.9512655
MN,110.0,3.0,10026.0,155 WEST 117 STREET,M,8.0,2.0,88.0,1910.0,,40.803839,-73.951302
MN,110.0,3.0,10026.0,202 WEST 118 STREET,C,2.0,5.0,87.0,1910.0,,40.8044953,-73.9521034
MN,110.0,3.0,10026.0,204 WEST 118 STREET,C,2.0,5.0,87.0,1910.0,,40.8045393,-73.9522153
MN,110.0,3.0,10026.0,123 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8033802,-73.9502115
MN,110.0,3.0,10026.0,124 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8029438,-73.9503635
MN,110.0,3.0,10026.0,225 WEST 115 STREET,C,2.0,5.0,79.0,1900.0,,40.8033215,-73.9543003
MN,110.0,3.0,10026.0,123 WEST 115 STREET,C,2.0,5.0,88.0,1900.0,,40.8020302,-73.9512058
MN,110.0,3.0,10026.0,129 WEST 116 STREET,C,4.0,5.0,86.0,1920.0,,40.802804,-73.9508151
MN,110.0,3.0,10026.0,280 WEST 115 STREET,S,4.0,5.0,75.0,1910.0,,40.8033659,-73.9555609
MN,110.0,3.0,10026.0,132 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8030565,-73.9506271
MN,110.0,3.0,10026.0,120 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8028889,-73.9502299
MN,110.0,3.0,10026.0,121 WEST 116 STREET,C,4.0,6.0,87.0,1920.0,,40.8027051,-73.9505804
MN,110.0,3.0,10026.0,139 WEST 116 STREET,C,2.0,5.0,90.0,1920.0,,40.8029881,-73.9512484
MN,110.0,3.0,10026.0,130 WEST 116 STREET,C,4.0,5.0,85.0,1910.0,,40.8024447,-73.951433
MN,110.0,3.0,10026.0,141 WEST 115 STREET,M,8.0,2.0,88.0,1920.0,,40.8023956,-73.952076
MN,107.0,3.0,10024.0,35 WEST 90 STREET,D,3.0,12.0,81.0,1931.0,,40.7886173,-73.9686977
MN,107.0,3.0,10025.0,101 WEST 81 STREET,R,2.0,3.0,52.0,1969.0,,40.7919115,-73.9706643
MN,107.0,3.0,10025.0,124 WEST 93 STREET,R,3.0,9.0,0.0,1925.0,,40.7911236,-73.9700038
MN,107.0,3.0,10025.0,100 WEST 93 STREET,R,4.0,29.0,0.0,1973.0,,40.7908106,-73.9696392
MN,107.0,3.0,10025.0,162 WEST 92 STREET,B,1.0,3.0,52.0,1899.0,,40.7910746,-73.9718276
MN,107.0,3.0,10025.0,140 WEST 92 STREET,C,2.0,3.0,63.0,1910.0,,40.7908,-73.9711777
MN,107.0,3.0,10024.0,149 WEST 91 STREET,C,2.0,3.0,58.0,1900.0,,40.7906409,-73.9715605
MN,107.0,3.0,10024.0,109 WEST 90 STREET,D,3.0,19.0,146.0,1963.0,,40.7899629,-73.9714886
MN,107.0,3.0,10025.0,134 WEST 92 STREET,C,2.0,3.0,63.0,1915.0,,40.7907204,-73.9709863
MN,107.0,3.0,10025.0,148 WEST 92 STREET,C,2.0,5.0,63.0,1910.0,,40.7909016,-73.9714196
MN,107.0,3.0,10025.0,36 WEST 93 STREET,W,8.0,5.0,0.0,1995.0,,40.7898493,-73.9673392
MN,107.0,3.0,10025.0,110 WEST 94 STREET,D,3.0,6.0,94.0,1936.0,,40.7916614,-73.9693571
MN,107.0,3.0,10025.0,120 WEST 94 STREET,D,3.0,9.0,153.0,1965.0,,40.7918674,-73.9698301
MN,107.0,3.0,10024.0,117 WEST 91 STREET,W,8.0,4.0,50.0,1998.0,INDIVIDUAL LANDMARK,40.7904211,-73.9706542
MN,107.0,3.0,10025.0,138 WEST 92 STREET,C,2.0,4.0,63.0,1925.0,,40.7907725,-73.9711127
MN,107.0,3.0,10025.0,146 WEST 92 STREET,A,1.0,5.0,64.0,1910.0,,40.7908769,-73.9713582
MN,110.0,3.0,10026.0,110 WEST 116 STREET,S,4.0,5.0,55.0,1900.0,,40.8021178,-73.9506531
MN,110.0,3.0,10026.0,137 WEST 116 STREET,C,2.0,5.0,90.0,1920.0,,40.8029497,-73.9511617
MN,110.0,3.0,10026.0,100 ST NICHOLAS AVENUE,D,3.0,7.0,112.0,1921.0,,40.802511,-73.9523035
MN,110.0,3.0,10026.0,136A WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8031417,-73.9508293
MN,110.0,3.0,10026.0,130 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.803029,-73.9505621
MN,110.0,3.0,10026.0,207 WEST 115 STREET,D,3.0,8.0,100.0,2014.0,,40.8031017,-73.9537551
MN,110.0,3.0,10026.0,144 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.803257,-73.9511037
MN,110.0,3.0,10026.0,136 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8031142,-73.9507643
MN,110.0,3.0,10026.0,219 WEST 115 STREET,C,2.0,5.0,70.0,1900.0,,40.8032528,-73.9541162
MN,110.0,3.0,10026.0,88 ST NICHOLAS AVENUE,M,8.0,5.0,154.0,1920.0,,40.8016985,-73.9521776
MN,110.0,3.0,10026.0,278 WEST 118 STREET,C,2.0,5.0,78.0,1920.0,,40.8053141,-73.9540353
MN,110.0,3.0,10026.0,1940 7 AVENUE,D,3.0,7.0,159.0,1910.0,,40.8042759,-73.9523347
MN,110.0,3.0,10026.0,2184 FREDRICK DOUGLASS BL,C,4.0,5.0,71.0,1910.0,,40.805509,-73.9542194
MN,110.0,3.0,10026.0,266 WEST 115 STREET,R,3.0,8.0,57.0,2005.0,,40.8031516,-73.9550518
MN,110.0,3.0,10026.0,1917 ADAM C POWELL BLVD,D,4.0,7.0,98.0,1921.0,,40.8028623,-73.9522779
MN,110.0,3.0,10026.0,WEST 117 STREET,D,3.0,13.0,109.58,2019.0,,40.8047347,-73.9533891
MN,110.0,3.0,10026.0,260 WEST 118 STREET,P,8.0,2.0,148.0,1910.0,,40.8050008,-73.9532444
MN,110.0,3.0,10026.0,150 ST NICHOLAS AVENUE,H,5.0,5.0,120.0,1910.0,,40.8046437,-73.9524103
MN,110.0,3.0,10026.0,264 WEST 118 STREET,I,8.0,2.0,76.0,1958.0,,40.8051547,-73.9536489
MN,110.0,3.0,10026.0,280 WEST 117 STREET,C,2.0,5.0,63.0,1910.0,,40.8047242,-73.9545775
MN,110.0,3.0,10026.0,274 WEST 117 STREET,D,3.0,4.0,72.0,2014.0,,40.8046252,-73.9543428
MN,110.0,3.0,10026.0,270A WEST 117 STREET,B,1.0,4.0,75.0,2003.0,,40.8045621,-73.9541911
MN,110.0,3.0,10026.0,131 ST NICHOLAS AVENUE,D,3.0,17.0,78.0,1964.0,,40.8041115,-73.9532451
MN,110.0,3.0,10026.0,274 WEST 115 STREET,C,2.0,5.0,80.0,1900.0,,40.8032697,-73.9553298
MN,110.0,3.0,10026.0,223 WEST 115 STREET,C,2.0,5.0,70.0,1900.0,,40.8032995,-73.9542353
MN,110.0,3.0,10026.0,2124 FREDRICK DOUGLASS BL,C,4.0,5.0,65.0,1910.0,,40.8034291,-73.9557234
MN,110.0,3.0,10026.0,2136 8 AVENUE,V,11.0,,0.0,0.0,,40.803923,-73.9553221
MN,110.0,3.0,10026.0,2150 FREDRICK DOUGLASS BL,C,4.0,5.0,45.0,1910.0,,40.8045624,-73.9549713
MN,110.0,3.0,10026.0,133 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8035203,-73.9505437
MN,110.0,3.0,10026.0,80 ST NICHOLAS AVENUE,D,3.0,7.0,118.0,1921.0,,40.8015585,-73.9522138
MN,110.0,3.0,10026.0,118 WEST 117 STREET,C,2.0,3.0,43.0,1999.0,,40.8028614,-73.9501649
MN,110.0,3.0,10026.0,127 WEST 117 STREET,C,2.0,3.0,43.0,1998.0,,40.8034351,-73.9503451
MN,110.0,3.0,10026.0,158 WEST 118 STREET,B,1.0,2.0,60.0,1901.0,,40.804086,-73.9511212
MN,110.0,3.0,10026.0,137 WEST 117 STREET,C,2.0,3.0,67.0,2004.0,,40.8035753,-73.9506773
MN,110.0,3.0,10026.0,119 LENOX AVENUE,M,8.0,4.0,105.0,1960.0,,40.8019941,-73.9502522
MN,110.0,3.0,10026.0,246 WEST 116 STREET,D,4.0,7.0,63.0,2005.0,,40.8038651,-73.9547948
MN,110.0,3.0,10026.0,247 WEST 115 STREET,R,3.0,7.0,75.0,2007.0,,40.8037006,-73.9551742
MN,110.0,3.0,10026.0,245 WEST 115 STREET,R,4.0,5.0,80.0,1900.0,,40.8036484,-73.955055
MN,110.0,3.0,10026.0,2126 FREDRICK DOUGLASS BL,S,4.0,5.0,65.0,1910.0,,40.8034757,-73.9556873
MN,107.0,3.0,10025.0,156 WEST 92 STREET,C,2.0,3.0,63.0,1900.0,,40.7910032,-73.9716579
MN,107.0,3.0,10025.0,123 WEST 93 STREET,D,3.0,10.0,82.0,1926.0,,40.7914089,-73.9695053
MN,107.0,3.0,10024.0,155 WEST 91 STREET,C,2.0,3.0,77.0,1910.0,,40.7907151,-73.9717338
MN,107.0,3.0,10025.0,136 WEST 92 STREET,C,2.0,3.0,63.0,1910.0,,40.7907451,-73.9710477
MN,107.0,3.0,10025.0,63 WEST 92 STREET,C,2.0,3.0,50.0,1900.0,,40.7901323,-73.9684261
MN,107.0,3.0,10025.0,69 WEST 92 STREET,C,2.0,3.0,50.0,1890.0,,40.790212,-73.9686139
MN,107.0,3.0,10025.0,157 WEST 93 STREET,C,2.0,3.0,52.0,1910.0,,40.7919335,-73.9707113
MN,107.0,3.0,10025.0,127 WEST 92 STREET,C,2.0,4.0,72.0,1920.0,,40.7909617,-73.9703759
MN,107.0,3.0,10025.0,71 WEST 92 STREET,C,2.0,3.0,48.0,1915.0,,40.7902367,-73.9686788
MN,107.0,3.0,10025.0,125 WEST 92 STREET,C,2.0,4.0,52.0,1910.0,,40.7909343,-73.9703145
MN,107.0,3.0,10025.0,57 WEST 93 STREET,D,3.0,6.0,86.0,1926.0,,40.7908239,-73.9681694
MN,107.0,3.0,10025.0,649 AMSTERDAM AVENUE,M,8.0,4.0,115.5,1916.0,,40.7911708,-73.9720298
MN,107.0,3.0,10024.0,153 WEST 91 STREET,B,1.0,3.0,50.0,1901.0,,40.7906903,-73.9716761
MN,107.0,3.0,10025.0,65 WEST 92 STREET,C,2.0,3.0,48.0,1900.0,,40.7901598,-73.9684911
MN,107.0,3.0,10025.0,129 WEST 92 STREET,W,8.0,10.0,175.0,1940.0,,40.7913626,-73.9709752
MN,107.0,3.0,10024.0,151 WEST 91 STREET,C,2.0,3.0,52.0,1910.0,,40.7906656,-73.9716183
MN,107.0,3.0,10025.0,154 WEST 92 STREET,C,2.0,3.0,63.0,1910.0,,40.7909785,-73.9715965
MN,107.0,3.0,10024.0,175 WEST 90 STREET,D,4.0,20.0,128.0,1974.0,,40.7903969,-73.972514
MN,107.0,3.0,10025.0,689 COLUMBUS AVENUE,D,3.0,16.0,71.0,1965.0,,40.7909996,-73.9680971
MN,107.0,3.0,10025.0,641 COLUMBUS AVENUE,D,4.0,22.0,112.0,1972.0,,40.7898334,-73.9692677
MN,107.0,3.0,10025.0,121 WEST 92 STREET,C,2.0,4.0,65.0,1920.0,,40.7908848,-73.9701917
MN,107.0,3.0,10025.0,333 CENTRAL PARK WEST,D,3.0,12.0,163.0,1910.0,,40.7901125,-73.9663532
MN,107.0,3.0,10025.0,640 COLUMBUS AVENUE,W,8.0,3.0,76.0,1969.0,,40.7901492,-73.9700295
MN,107.0,3.0,10025.0,70 WEST 93 STREET,D,4.0,30.0,202.0,1970.0,,40.790459,-73.968816
MN,107.0,3.0,10025.0,681 AMSTERDAM AVENUE,D,3.0,16.0,168.0,1929.0,,40.7921532,-73.9712132
MN,110.0,3.0,10026.0,270 WEST 117 STREET,B,1.0,4.0,48.5,2003.0,,40.8045373,-73.9541333
MN,110.0,3.0,10026.0,215 WEST 116 STREET,D,4.0,7.0,68.0,1910.0,,40.8038591,-73.9533897
MN,110.0,3.0,10026.0,236 WEST 116 STREET,K,5.0,2.0,96.0,1920.0,,40.8036838,-73.9543651
MN,110.0,3.0,10026.0,221 WEST 116 STREET,O,5.0,2.0,55.0,1910.0,,40.8039745,-73.9536714
MN,110.0,3.0,10026.0,241 WEST 115 STREET,C,2.0,5.0,85.0,1900.0,,40.8035825,-73.9548962
MN,110.0,3.0,10026.0,235 WEST 115 STREET,C,2.0,5.0,87.0,1900.0,,40.8034836,-73.9546614
MN,110.0,3.0,10026.0,220 WEST 116 STREET,C,4.0,5.0,87.0,1910.0,,40.8034448,-73.9538018
MN,110.0,3.0,10026.0,256 WEST 116 STREET,O,5.0,5.0,25.0,1910.0,,40.804126,-73.9551378
MN,110.0,3.0,10026.0,215 WEST 117 STREET,Q,9.0,,0.0,0.0,,40.804548,-73.9532592
MN,110.0,3.0,10026.0,251 WEST 116 STREET,C,4.0,5.0,68.0,1910.0,,40.8043756,-73.9545272
MN,110.0,3.0,10026.0,231 WEST 116 STREET,C,4.0,6.0,91.0,1910.0,,40.8041393,-73.9539639
MN,110.0,3.0,10027.0,254 WEST 121 STREET,C,2.0,3.0,52.0,1910.0,,40.8070096,-73.9522135
MN,110.0,3.0,10027.0,231 WEST 121 STREET,C,2.0,5.0,84.0,1910.0,,40.8072316,-73.9515596
MN,110.0,3.0,10027.0,204 ST NICHOLAS AVENUE,C,2.0,5.0,89.0,1910.0,,40.8068725,-73.952546
MN,110.0,3.0,10027.0,217 WEST 121 STREET,R,4.0,5.0,0.0,1910.0,,40.8070146,-73.9510432
MN,110.0,3.0,10027.0,WEST 121 STREET,Q,9.0,,0.0,0.0,,40.8069876,-73.9521594
MN,110.0,3.0,10027.0,2021 ADAM C POWELL BLVD,C,4.0,5.0,87.0,1910.0,,40.8063498,-73.9497505
MN,110.0,3.0,10027.0,249 WEST 121 STREET,B,1.0,3.0,49.0,1910.0,,40.8073333,-73.9518015
MN,110.0,3.0,10027.0,2026 ADAM C POWELL BLVD,D,4.0,6.0,84.0,1910.0,,40.8068221,-73.9503895
MN,110.0,3.0,10027.0,2027 ADAM C POWELL BLVD,N,8.0,5.0,75.0,1910.0,,40.8065199,-73.9496275
MN,110.0,3.0,10027.0,209 WEST 121 STREET,C,2.0,3.0,56.0,1920.0,,40.8069019,-73.9507723
MN,110.0,3.0,10027.0,262 WEST 121 STREET,Q,9.0,,0.0,0.0,,40.8071057,-73.9524447
MN,110.0,3.0,10027.0,231 WEST 120 STREET,C,2.0,3.0,52.0,1910.0,,40.8066252,-73.9520729
MN,110.0,3.0,10027.0,233 WEST 121 STREET,C,2.0,4.0,46.0,2001.0,,40.8072838,-73.9516823
MN,110.0,3.0,10027.0,2031 ADAM C POWELL BLVD,C,4.0,6.0,87.0,1910.0,,40.8066049,-73.949548
MN,110.0,3.0,10027.0,2039 ADAM C POWELL BLVD,C,2.0,5.0,94.0,1910.0,,40.8067723,-73.9494287
MN,110.0,3.0,10027.0,264 WEST 121 STREET,C,2.0,3.0,52.0,1910.0,,40.8071606,-73.9524807
MN,110.0,3.0,10027.0,206 ST NICHOLAS AVENUE,C,2.0,5.0,96.0,1910.0,,40.8069383,-73.9525279
MN,110.0,3.0,10027.0,2018 ADAM C POWELL BLVD,C,4.0,5.0,81.0,1910.0,,40.8064545,-73.9506426
MN,110.0,3.0,10027.0,216 WEST 122 STREET,C,2.0,3.0,61.0,1910.0,,40.807234,-73.9507865
MN,110.0,3.0,10027.0,211 WEST 121 STREET,C,2.0,3.0,53.0,1930.0,,40.8069211,-73.9508229
MN,110.0,3.0,10026.0,188 ST NICHOLAS AVENUE,D,3.0,7.0,129.0,1920.0,,40.8063207,-73.9524813
MN,110.0,3.0,10027.0,2035 ADAM C POWELL BLVD,C,4.0,6.0,86.0,1910.0,,40.8066955,-73.9494829
MN,110.0,3.0,10027.0,266 WEST 121 STREET,C,2.0,3.0,56.0,1910.0,,40.8071881,-73.9525313
MN,110.0,3.0,10027.0,242 WEST 121 STREET,A,1.0,3.0,52.0,1910.0,,40.8068749,-73.9518885
MN,110.0,3.0,10027.0,212 WEST 122 STREET,C,2.0,3.0,60.0,1910.0,,40.8071928,-73.950689
MN,110.0,3.0,10027.0,248 WEST 121 STREET,B,1.0,3.0,60.0,1910.0,,40.8069409,-73.9520474
MN,110.0,3.0,10027.0,208 WEST 122 STREET,B,1.0,3.0,71.0,1910.0,,40.8071543,-73.9505951
MN,107.0,3.0,10025.0,123 WEST 92 STREET,C,2.0,4.0,65.0,1920.0,,40.7909096,-73.9702531
MN,107.0,3.0,10025.0,150 WEST 92 STREET,C,4.0,6.0,63.0,1910.0,,40.7909291,-73.971481
MN,107.0,3.0,10025.0,168 WEST 94 STREET,D,3.0,12.0,95.0,1967.0,,40.7923974,-73.9710253
MN,107.0,3.0,10025.0,165 WEST 91 STREET,R,4.0,15.0,132.0,1926.0,,40.7909155,-73.9721888
MN,107.0,3.0,10024.0,163 WEST 91 STREET,O,5.0,4.0,62.0,1910.0,,40.7908057,-73.9719541
MN,107.0,3.0,10025.0,164 WEST 94 STREET,C,2.0,3.0,52.0,1899.0,,40.7922464,-73.9706859
MN,107.0,3.0,10025.0,166 WEST 94 STREET,C,2.0,3.0,64.0,1910.0,,40.7922683,-73.9707364
MN,107.0,3.0,10025.0,320 CENTRAL PARK WEST,D,3.0,19.0,253.0,1931.0,,40.7891549,-73.967271
MN,107.0,3.0,10025.0,322 CENTRAL PARK WEST,D,3.0,15.0,118.0,1926.0,,40.7894045,-73.9667869
MN,107.0,3.0,10024.0,300 CENTRAL PARK WEST,D,3.0,29.0,186.0,1930.0,INDIVIDUAL LANDMARK,40.788359,-73.9677083
MN,111.0,4.0,10029.0,2125 2 AVENUE,S,4.0,4.0,50.0,1900.0,,40.7928691,-73.9411617
MN,111.0,4.0,10029.0,2131 2 AVENUE,S,4.0,4.0,52.0,1900.0,,40.79302,-73.9410388
MN,111.0,4.0,10029.0,2133 2 AVENUE,S,4.0,4.0,52.0,1900.0,,40.7930831,-73.9409918
MN,111.0,4.0,10029.0,312 EAST 110 STREET,M,8.0,3.0,54.0,1904.0,,40.7927312,-73.9399087
MN,111.0,4.0,10029.0,2123 1 AVENUE,V,11.0,,0.0,0.0,,40.7918359,-73.938808
MN,110.0,3.0,10027.0,213 WEST 121 STREET,B,1.0,4.0,47.0,2002.0,,40.8069486,-73.9508879
MN,110.0,3.0,10027.0,223 WEST 121 STREET,C,2.0,4.0,46.0,2001.0,,40.8071162,-73.9512851
MN,110.0,3.0,10027.0,218 WEST 122 STREET,A,1.0,4.0,60.0,1910.0,,40.8072533,-73.9508335
MN,110.0,3.0,10027.0,219 WEST 121 STREET,C,2.0,5.0,84.0,1910.0,,40.8070475,-73.9511262
MN,110.0,3.0,10027.0,246 WEST 121 STREET,B,1.0,3.0,60.0,1910.0,,40.8069189,-73.9519933
MN,110.0,3.0,10027.0,203 WEST 121 STREET,C,2.0,3.0,62.0,1920.0,,40.8068332,-73.9506134
MN,110.0,3.0,10027.0,226 WEST 122 STREET,C,2.0,5.0,88.0,1910.0,,40.8073961,-73.9511729
MN,110.0,3.0,10027.0,232 WEST 122 STREET,C,2.0,5.0,85.0,1910.0,,40.8074868,-73.9513932
MN,110.0,3.0,10026.0,2220 FREDRICK DOUGLASS BL,C,4.0,5.0,67.0,1910.0,,40.8066422,-73.9533878
MN,110.0,3.0,10026.0,2196 FREDRICK DOUGLASS BL,D,3.0,8.0,66.0,1910.0,,40.8058932,-73.9539337
MN,110.0,3.0,10026.0,2204 FREDRICK DOUGLASS BL,C,4.0,5.0,80.0,1910.0,,40.8061374,-73.9537566
MN,110.0,3.0,10026.0,2198 FREDRICK DOUGLASS BL,C,4.0,5.0,68.0,1910.0,,40.8059535,-73.9538904
MN,110.0,3.0,10026.0,2200 FREDRICK DOUGLASS BL,C,4.0,5.0,67.0,1910.0,,40.8060413,-73.9538253
MN,110.0,3.0,10026.0,2212 FREDRICK DOUGLASS BL,C,4.0,5.0,89.0,1911.0,,40.80642,-73.9535108
MN,110.0,3.0,10026.0,277 WEST 118 STREET,C,2.0,5.0,75.0,1910.0,,40.8056707,-73.9536847
MN,110.0,3.0,10026.0,274 WEST 119 STREET,C,2.0,5.0,82.0,1910.0,,40.8058847,-73.9534244
MN,110.0,3.0,10026.0,273 WEST 118 STREET,C,2.0,5.0,75.0,1910.0,,40.805602,-73.9535258
MN,110.0,3.0,10026.0,271 WEST 118 STREET,C,2.0,5.0,72.0,1910.0,,40.8055691,-73.9534463
MN,110.0,3.0,10026.0,281 WEST 118 STREET,C,4.0,5.0,75.0,1910.0,,40.8057339,-73.9538399
MN,110.0,3.0,10026.0,2192 FREDRICK DOUGLASS BL,D,3.0,8.0,66.0,1910.0,,40.8057697,-73.9540241
MN,110.0,3.0,10026.0,2194 FREDRICK DOUGLASS BL,C,4.0,5.0,65.0,1910.0,,40.80583,-73.9539807
MN,110.0,3.0,10026.0,2210 FREDRICK DOUGLASS BL,C,4.0,5.0,96.0,1910.0,,40.8063019,-73.9535036
MN,110.0,3.0,10026.0,2222 FREDRICK DOUGLASS BL,C,4.0,5.0,67.0,1910.0,,40.8067273,-73.9532721
MN,110.0,3.0,10027.0,255 WEST 121 STREET,C,2.0,3.0,49.0,1910.0,,40.8074047,-73.9519748
MN,110.0,3.0,10026.0,1975 ADAM C POWELL BLVD,C,2.0,5.0,84.0,1920.0,,40.8048022,-73.950857
MN,110.0,3.0,10026.0,1970 7 AVENUE,O,5.0,3.0,100.0,2004.0,,40.8050935,-73.9516695
MN,110.0,3.0,10026.0,1966 ADAM C POWELL BLVD,C,4.0,5.0,74.0,1910.0,,40.8049728,-73.9517599
MN,110.0,3.0,10026.0,1972 ADAM C POWELL BLVD,C,4.0,5.0,74.0,1900.0,,40.8051566,-73.9516261
MN,110.0,3.0,10027.0,225 WEST 120 STREET,W,8.0,3.0,158.0,1963.0,,40.8065344,-73.9514517
MN,110.0,3.0,10026.0,276 WEST 119 STREET,R,4.0,7.0,0.0,2003.0,,40.8059342,-73.9535436
