zipcode,address,bldgclass,numfloors,bldgdepth,yearbuilt,latitude,longitude
10003.0,44 EAST 2 STREET,Education,5.0,108.0,1936.0,40.7248881,-73.989642
10003.0,329 BOWERY,Residential,4.5,80.0,1900.0,40.7257556,-73.9916514
10003.0,335 BOWERY,High Rise,16.0,139.0,2003.0,40.7260218,-73.9914746
10003.0,66 EAST 1 STREET,Commercial,1.0,128.0,1900.0,40.7237517,-73.9888846
10003.0,6 EAST 1 STREET,Residential,6.0,70.0,1920.0,40.7248279,-73.991666
10003.0,66 EAST 3 STREET,Residential,6.0,86.0,1910.0,40.7249512,-73.9889637
10003.0,11 2 AVENUE,Residential,12.0,96.47,2012.0,40.7241883,-73.9912404
10003.0,16 2 AVENUE,High Rise,7.0,60.0,1900.0,40.7240291,-73.9906631
10003.0,31 2 AVENUE,High Rise,6.0,89.0,1900.0,40.7247949,-73.9908182
10003.0,23 2 AVENUE,Commercial,2.0,68.0,1920.0,40.7246028,-73.99093
10003.0,29 2 AVENUE,Residential,5.0,69.0,1900.0,40.7246988,-73.9908759
10003.0,1 EAST 2 STREET,High Rise,12.0,235.0,2001.0,40.7252478,-73.9915144
10003.0,3 EXTRA PLACE,High Rise,6.0,140.0,2005.0,40.7249514,-73.9918608
10003.0,37 EAST 1 STREET,Residential,5.0,55.0,1900.0,40.7238122,-73.9902844
10003.0,79 EAST 2 STREET,Residential,5.0,80.0,1914.0,40.7240673,-73.9888087
10003.0,24 2 AVENUE,Residential,10.0,105.58,2017.0,40.724298,-73.9903961
10003.0,62 EAST 1 STREET,Residential,6.5,98.5,2007.0,40.7238258,-73.9890361
10003.0,285 BOWERY,Commercial,,0.0,0.0,40.7241527,-73.9918825
10003.0,285 BOWERY,High Rise,9.0,0.0,2005.0,40.7243942,-73.9918031
10003.0,60 EAST 1 STREET,Residential,5.0,65.0,1997.0,40.7238176,-73.9891443
10003.0,44 EAST 1 STREET,Residential,5.0,52.0,1910.0,40.7240372,-73.9897792
10003.0,7 2 AVENUE,Residential,5.0,96.0,1920.0,40.7240538,-73.9913739
10003.0,327 BOWERY,Residential,4.0,76.0,1900.0,40.7257007,-73.9916803
10003.0,325 BOWERY,Commercial,4.0,73.0,1900.0,40.7256348,-73.9917164
10003.0,319 BOWERY,Residential,5.0,84.0,1920.0,40.7253082,-73.9918102
10003.0,41 1 AVENUE,Residential,5.0,66.0,1900.0,40.7243692,-73.9880655
10003.0,33 1 AVENUE,Commercial,2.0,72.0,1920.0,40.7241579,-73.9881629
10003.0,41 EAST 1 STREET,Residential,5.0,52.0,1900.0,40.7237573,-73.9901148
10003.0,48 EAST 1 STREET,Commercial,,0.0,0.0,40.7240125,-73.9896061
10003.0,47 1/2 EAST 1 STREET,Residential,5.0,50.0,1900.0,40.723653,-73.9898262
10003.0,47 EAST 1 STREET,Residential,5.0,52.0,1900.0,40.7236777,-73.9898911
10003.0,72 EAST 3 STREET,Residential,5.0,0.0,1900.0,40.7248441,-73.9887076
10003.0,28 2 AVENUE,Commercial,10.0,100.0,1923.0,40.7245341,-73.9902265
10003.0,82 EAST 2 STREET,Residential,3.0,21.25,1899.0,40.7242402,-73.9884335
10003.0,42 SECOND AVENUE,Education,4.0,72.0,1940.0,40.725083,-73.9898548
10003.0,84 EAST 2 STREET,Residential,5.0,50.0,1900.0,40.7242512,-73.9883072
10003.0,80 EAST 3 STREET,Residential,5.0,88.0,1910.0,40.7247425,-73.9884695
10003.0,82 EAST 3 STREET,Residential,5.0,70.0,1910.0,40.7247096,-73.9883901
10012.0,14 WEST 4 STREET,Residential,12.0,0.0,1908.0,40.7283112,-73.9949272
10012.0,567 LA GUARDIA PLACE,Education,12.0,209.0,1973.0,40.7293899,-73.9971316
10012.0,200 MERCER STREET,High Rise,4.0,73.0,1940.0,40.7264009,-73.9965437
10012.0,100 BLEECKER STREET,Education,30.0,110.0,1967.0,40.7267934,-73.9979543
10012.0,17 WEST 3 STREET,Education,13.0,209.0,1975.0,40.7286735,-73.9956704
10012.0,1 WASHINGTON SQ VLLGE,High Rise,17.0,63.0,1959.0,40.7280752,-73.9971966
10012.0,543 LA GUARDIA PLACE,Commercial,1.0,78.0,1960.0,40.7284842,-73.9980192
10012.0,661 BROADWAY,High Rise,12.0,200.0,1912.0,40.7273999,-73.9957102
10012.0,44 WEST 4 STREET,Education,11.0,209.0,1990.0,40.7289809,-73.9962946
10012.0,13 WEST 3 STREET,Commercial,,0.0,2009.0,40.7285884,-73.9954972
10012.0,632 BROADWAY,High Rise,12.0,190.0,1900.0,40.7260193,-73.9956922
10012.0,77 BLEECKER STREET,High Rise,5.0,90.0,1930.0,40.7271255,-73.9959375
10012.0,509 LA GUARDIA PLACE,Commercial,1.0,115.0,1961.0,40.7275812,-73.9987372
10012.0,36 BLEECKER STREET,Residential,7.0,132.0,1920.0,40.7254621,-73.9940904
10012.0,41 BOND STREET,Residential,9.0,65.0,2010.0,40.7259094,-73.9931956
10012.0,640 BROADWAY,Residential,9.0,188.0,1900.0,40.7262279,-73.9955082
10012.0,27 GREAT JONES STREET,Residential,6.0,0.0,1900.0,40.7268866,-73.9933975
10012.0,25 GREAT JONES,Residential,11.0,200.0,1930.0,40.7268289,-73.9936212
10012.0,325 LAFAYETTE STREET,High Rise,7.0,34.0,1900.0,40.7254484,-73.9948119
10012.0,301 MULBERRY STREET,Commercial,2.0,43.58,1920.0,40.7252892,-73.994913
10012.0,358 LAFAYETTE STREET,High Rise,7.0,100.0,2014.0,40.7269442,-73.9942057
10012.0,652 BROADWAY,High Rise,12.0,123.0,1908.0,40.7267384,-73.9952304
10012.0,40 BLEECKER STREET,Residential,12.0,79.0,2018.0,40.7254923,-73.9943934
10012.0,302 MOTT STREET,Residential,6.0,70.92,1905.0,40.7248802,-73.9938487
10012.0,303 ELIZABETH STREET,High Rise,12.0,0.0,1991.0,40.724946,-73.9935276
10012.0,306 MOTT STREET,Residential,10.0,0.0,1988.0,40.7250009,-73.9937982
10012.0,315 LAFAYETTE STREET,Commercial,1.0,26.0,1927.0,40.7251986,-73.9949743
10012.0,684 BROADWAY,High Rise,12.0,120.0,1905.0,40.7277979,-73.9943175
10012.0,348 LAFAYETTE STREET,Commercial,4.0,25.0,1913.0,40.7264914,-73.9944511
10012.0,610 BROADWAY,High Rise,6.0,196.0,2004.0,40.7255527,-73.996136
10012.0, GREAT JONES STREET,Commercial,,0.0,0.0,40.7271281,-73.9927553
10012.0,57 BOND STREET,Residential,6.0,46.21,2002.0,40.7256184,-73.9924849
10012.0,294 BOWERY,Commercial,4.0,92.0,1910.0,40.7245041,-73.992871
10012.0,312 BOWERY,High Rise,4.0,88.0,1920.0,40.725086,-73.9926761
10012.0,346 BOWERY,Commercial,3.0,25.0,2002.0,40.7263924,-73.9921493
10012.0,338 BOWERY,High Rise,4.0,106.0,1917.0,40.7261701,-73.9922864
10012.0,298 BOWERY,Commercial,4.0,82.0,1910.0,40.7245974,-73.9928205
10012.0,308 BOWERY,Commercial,3.0,99.42,1910.0,40.724957,-73.9927231
10003.0,28 EAST 4 STREET,High Rise,8.0,84.0,1902.0,40.7273394,-73.9925352
10012.0,348 BOWERY,Commercial,1.0,24.0,1954.0,40.7266422,-73.9920266
10012.0,30 GREAT JONES STREET,Commercial,,0.0,0.0,40.7272132,-73.9929176
10012.0,350 BOWERY,Residential,3.0,83.0,1920.0,40.7267383,-73.9920446
10012.0,45 GREAT JONES STREET,High Rise,7.0,80.0,2014.0,40.7265462,-73.9927085
10012.0,76 EAST HOUSTON STREET,Commercial,2.0,20.0,2014.0,40.7245096,-73.9930839
10012.0,41 GREAT JONES STREET,Residential,6.0,90.0,1910.0,40.7266258,-73.9928744
10012.0,334 BOWERY,High Rise,8.0,91.0,1909.0,40.7260576,-73.9922972
10012.0,53 BOND STREET,Commercial,2.0,69.0,1950.0,40.72572,-73.9927158
10012.0,33 GREAT JONES STREET,High Rise,7.0,77.0,1890.0,40.726774,-73.9931558
10012.0,363 LAFAYETTE STREET,Residential,10.0,200.83,2017.0,40.7269662,-73.9936717
10012.0,688 BROADWAY,Residential,12.0,130.0,2016.0,40.72799,-73.9941118
10012.0,24 BOND STREET,High Rise,6.0,100.0,1893.0,40.726667,-73.9936429
10012.0,333 LAFAYETTE STREET,Commercial,2.0,17.0,1926.0,40.7256405,-73.9946893
10019.0,21 WEST 56 STREET,Commercial,,0.0,0.0,40.7630106,-73.9755901
10019.0,50 CENTRAL PARK SOUTH,Residential,33.0,0.0,1931.0,40.7652476,-73.9760405
10019.0,724 5 AVENUE,Residential,12.0,100.0,1921.0,40.7626727,-73.9745903
10019.0,730 5 AVENUE,Residential,26.0,225.0,1921.0,40.7628622,-73.9747238
10019.0,768 5 AVENUE,Residential,19.0,285.0,1907.0,40.764454,-73.9744452
10019.0,7 WEST 57 STREET,High Rise,19.0,0.0,2018.0,40.7635236,-73.9745575
10019.0,720 5 AVENUE,High Rise,15.0,125.0,1954.0,40.7625987,-73.9747311
10019.0,3 WEST 57 STREET,High Rise,12.0,100.0,1947.0,40.7634714,-73.9744312
10019.0,16 WEST 57 STREET,Commercial,,0.0,0.0,40.7632328,-73.9753265
10019.0,10 WEST 57 STREET,High Rise,11.0,90.33,1916.0,40.7631532,-73.9751352
10019.0,24 CENTRAL PARK SOUTH,High Rise,21.0,95.0,1963.0,40.7648357,-73.974936
10019.0,6 WEST 57 STREET,Commercial,11.0,100.0,1917.0,40.7630598,-73.9749186
10019.0,21 WEST 58 STREET,High Rise,12.0,100.0,1926.0,40.764575,-73.975113
10019.0,57 WEST 58 STREET,Residential,11.0,0.0,1901.0,40.7650473,-73.9762536
10019.0,22 CENTRAL PARK SOUTH,Residential,9.0,81.0,1910.0,40.7647698,-73.9747772
10019.0,58 WEST 58 STREET,Residential,33.0,0.0,1969.0,40.7644572,-73.9763513
10019.0,50 WEST 58 STREET,Commercial,,0.0,0.0,40.7644297,-73.975947
10019.0,31 WEST 57 STREET,Commercial,,0.0,1920.0,40.7639795,-73.9756475
10019.0,52 WEST 57 STREET,Residential,5.0,100.0,1930.0,40.763815,-73.9767053
10019.0,33 WEST 56 STREET,Residential,,0.0,2008.0,40.763244,-73.9761423
10019.0,43 WEST 57 STREET,Commercial,,0.0,0.0,40.7642074,-73.9761997
10019.0,27 WEST 57 STREET,Commercial,,0.0,0.0,40.76393,-73.975532
10019.0,61 WEST 56 STREET,Commercial,,0.0,0.0,40.7636065,-73.9770014
10019.0,54 WEST 57 STREET,Commercial,,0.0,0.0,40.763848,-73.9767811
10019.0,41 WEST 57 STREET,Commercial,,0.0,0.0,40.7641635,-73.9760951
10019.0,45 WEST 57 STREET,Commercial,,0.0,0.0,40.7642623,-73.9763297
10019.0,37 WEST 57 STREET,High Rise,13.0,77.0,1923.0,40.764103,-73.9759471
10019.0,33 WEST 57 STREET,Commercial,,0.0,1939.0,40.7640152,-73.9757341
10019.0,1412 AVENUE OF THE AMER,High Rise,18.0,95.0,1924.0,40.764707,-73.97651
10019.0,39 WEST 56 STREET,High Rise,5.0,100.0,1920.0,40.7633264,-73.9763372
10019.0,48 WEST 57 STREET,High Rise,16.0,100.0,1927.0,40.7637628,-73.9765862
10019.0,42 WEST 58 STREET,High Rise,17.0,100.42,1926.0,40.7643143,-73.9756654
10019.0,28 WEST 57 STREET,High Rise,7.0,100.0,1930.0,40.7634333,-73.9757993
10019.0,35 WEST 57 STREET,Commercial,6.0,80.0,1920.0,40.7640481,-73.9758171
10019.0,29 WEST 56 STREET,High Rise,7.0,100.42,1939.0,40.7631616,-73.9759474
10019.0,1400 AVENUE OF THE AMER,High Rise,18.0,95.0,1928.0,40.764471,-73.9767123
10019.0,24 WEST 57 STREET,High Rise,10.0,200.83,1928.0,40.7632439,-73.9757272
10022.0,460 PARK AVENUE,High Rise,22.0,135.0,1954.0,40.7620269,-73.9710132
10022.0,450 PARK AVENUE,High Rise,32.0,100.0,1972.0,40.7614945,-73.9713275
10022.0,9 EAST 56 STREET,Commercial,8.0,100.0,1996.0,40.7621345,-73.9735184
10022.0,575 MADISON AVENUE,High Rise,25.0,125.0,1950.0,40.7617692,-73.9723598
10022.0,4 EAST 57 STREET,Commercial,8.0,100.0,1996.0,40.7624584,-73.9735038
10022.0,721 5 AVENUE,Residential,58.0,0.0,1983.0,40.7623103,-73.9738937
10022.0,731 5 AVENUE,Commercial,10.0,125.0,1940.0,40.7626012,-73.9737817
10022.0,7 EAST 57 STREET,Commercial,6.0,100.0,1916.0,40.7628645,-73.9730091
10022.0,743 5 AVENUE,Commercial,1.0,81.5,2015.0,40.7631309,-73.973453
10022.0,15 EAST 57 STREET,Commercial,16.0,100.42,1996.0,40.7627492,-73.9727348
10022.0,3 EAST 57 STREET,High Rise,9.0,100.0,1930.0,40.7629716,-73.9732618
10022.0,5 EAST 57 STREET,High Rise,22.0,98.0,1926.0,40.7629222,-73.9731426
10022.0,14 EAST 58 STREET,Commercial,3.0,100.0,1930.0,40.7631033,-73.9727996
10022.0,8 EAST 57 STREET,Commercial,8.0,100.0,1996.0,40.762387,-73.9733342
10022.0,737 5 AVENUE,High Rise,16.0,100.0,1931.0,40.7630266,-73.9735325
10022.0,590 MADISON AVENUE,High Rise,43.0,190.0,1981.0,40.7621042,-73.9730419
10151.0,745 5 AVENUE,High Rise,34.0,200.0,1930.0,40.7632488,-73.9731822
10022.0,50 EAST 57 STREET,Commercial,7.0,100.0,1930.0,40.761618,-73.9715007
10022.0,500 PARK AVENUE,Residential,39.0,0.0,1982.0,40.7630286,-73.9706771
10022.0,19 EAST 57 STREET,High Rise,24.0,100.42,1998.0,40.7626805,-73.9725688
10022.0,600 MADISON AVENUE,High Rise,25.0,180.0,1965.0,40.7629412,-73.9724098
10022.0,480 PARK AVENUE,High Rise,19.5,250.0,1929.0,40.7627322,-73.9707313
10022.0,761 5 AVENUE,High Rise,50.0,314.67,1968.0,40.7636082,-73.9724348
10022.0,625 MADISON AVENUE,High Rise,16.0,200.0,1956.0,40.7631221,-73.9712221
10022.0,340 EAST 52 STREET,High Rise,9.0,83.0,1941.0,40.7552598,-73.9661362
10022.0,310 EAST 51 STREET,Residential,5.0,54.0,1920.0,40.7550433,-73.967562
10022.0,330 EAST 52 STREET,High Rise,6.0,87.0,1927.0,40.7553586,-73.9663708
10022.0,351 EAST 50 STREET,Residential,5.0,78.0,1900.0,40.7543157,-73.9666059
10040.0, DYCKMAN STREET,Commercial,,0.0,0.0,40.86209,-73.9254609
10014.0,13 7 AVENUE SOUTH,Commercial,,0.0,0.0,40.7300404,-74.0046508
10026.0,329 WEST 112 STREET,Residential,4.0,48.0,1900.0,40.8024667,-73.9583969
10006.0,86 TRINITY PLACE,High Rise,14.0,182.0,1921.0,40.7087569,-74.0128298
10006.0,42 TRINITY PLACE,Residential,40.0,97.0,2018.0,40.7073542,-74.0135798
10006.0,65 BROADWAY,High Rise,21.0,214.0,1917.0,40.7073269,-74.0126636
10006.0,50 TRINITY PLACE,High Rise,29.0,83.0,2019.0,40.7077632,-74.0132985
10006.0,68 TRINITY PLACE,High Rise,27.0,159.0,2017.0,40.7084083,-74.0129813
10006.0,55 BROADWAY,High Rise,31.0,201.0,1983.0,40.7068548,-74.0130242
10006.0,29 BROADWAY,High Rise,31.0,182.0,1925.0,40.7061465,-74.0135976
10006.0,47 BROADWAY,Commercial,5.0,185.0,1900.0,40.7066681,-74.0131685
10006.0,45 BROADWAY,High Rise,31.0,190.0,1983.0,40.7065418,-74.0132658
10006.0,101 GREENWICH STREET,High Rise,26.0,138.0,1907.0,40.7080871,-74.0131688
10006.0,87 GREENWICH STREET,Commercial,3.0,44.0,2004.0,40.7078236,-74.0134861
10006.0,39 BROADWAY,High Rise,38.0,190.0,1928.0,40.7063442,-74.0134281
10006.0,49 BROADWAY,Commercial,5.0,191.0,1900.0,40.7067312,-74.0131216
10006.0,61 BROADWAY,High Rise,33.0,202.0,1913.0,40.7071046,-74.0128367
10006.0,106 GREENWICH STREET,Residential,5.0,79.0,1900.0,40.7085427,-74.0136666
10006.0,96 GREENWICH STREET,Commercial,3.5,68.0,1930.0,40.7082133,-74.013782
10006.0,102 GREENWICH STREET,High Rise,5.0,92.0,1926.0,40.7084329,-74.0136882
10006.0,90 TRINITY PLACE,Education,15.0,73.0,1973.0,40.708971,-74.0124656
10006.0,115 BROADWAY,High Rise,21.0,268.0,1907.0,40.7089355,-74.0114701
10006.0,81 GREENWICH STREET,Residential,7.0,99.0,1900.0,40.7075958,-74.01345
10006.0,46 TRINITY PLACE,High Rise,5.0,108.0,1900.0,40.7076672,-74.0134031
10006.0,21 WEST STREET,High Rise,31.0,179.42,1931.0,40.7063823,-74.0155345
10006.0,25 WEST STREET,Commercial,8.0,165.0,1967.0,40.7071344,-74.0152425
10004.0,20 WEST STREET,Residential,45.0,179.58,1930.0,40.706182,-74.0156102
10006.0,94A GREENWICH STREET,Commercial,4.0,48.0,1915.0,40.7081639,-74.0138036
10006.0,108 GREENWICH STREET,High Rise,7.0,82.0,1935.0,40.7086058,-74.0136197
10006.0,40 RECTOR STREET,Residential,18.0,177.33,1921.0,40.7086304,-74.0146585
10006.0,33 RECTOR STREET,Residential,15.0,0.0,1920.0,40.7083065,-74.0149542
10007.0,83 WARREN STREET,Residential,5.0,73.0,1920.0,40.7151497,-74.0106018
10006.0,13 RECTOR STREET,Residential,38.0,146.0,1956.0,40.7078757,-74.0140885
10006.0,50 WEST STREET,Residential,63.0,155.0,2014.0,40.7077603,-74.0149938
10006.0,90 WASHINGTON STREET,High Rise,27.0,130.0,1969.0,40.7080732,-74.0148496
10006.0,80 WEST STREET,High Rise,38.0,57.0,1989.0,40.7094292,-74.0143413
10006.0,99 WASHINGTON STREET,High Rise,50.0,0.0,2012.0,40.7082654,-74.0141246
10006.0,97 WEST STREET,Commercial,,0.0,0.0,40.7104338,-74.0141756
10006.0,140 WASHINGTON STREET,High Rise,21.0,78.0,1931.0,40.7098464,-74.0139735
10006.0,105 WASHINGTON STREET,Commercial,6.0,90.0,1926.0,40.7084713,-74.0140417
10006.0,109 WASHINGTON STREET,Residential,5.0,74.0,1915.0,40.7085729,-74.0139984
10006.0,71 WEST STREET,High Rise,18.0,173.0,1926.0,40.7090229,-74.0144963
10006.0,90 WEST STREET,High Rise,24.0,119.75,1908.0,40.7099919,-74.0142584
10006.0,148 WASHINGTON STREET,Commercial,,0.0,0.0,40.7104475,-74.0139051
10006.0,111 WASHINGTON STREET,Commercial,,0.0,0.0,40.7087842,-74.0139263
10006.0,155 CEDAR STREET,Commercial,,0.0,0.0,40.7103844,-74.0140349
10006.0,123 WASHINGTON STREET,Residential,56.0,110.0,2007.0,40.7091603,-74.0137136
10006.0,114 LIBERTY STREET,Residential,11.0,0.0,1913.0,40.7097039,-74.0122745
10007.0,177 BROADWAY,Commercial,5.0,100.0,1920.0,40.7101186,-74.010096
10007.0,21 DEY STREET,Commercial,3.0,62.0,1935.0,40.7105961,-74.0107778
10006.0,1 LIBERTY PLAZA,Residential,54.0,0.0,1973.0,40.7097535,-74.0108426
10007.0,185 BROADWAY,Residential,33.0,149.0,2019.0,40.7104013,-74.0100203
10007.0,179 BROADWAY,Commercial,6.0,100.0,1920.0,40.710179,-74.0100419
10007.0,195 BROADWAY,High Rise,29.0,275.0,1916.0,40.7108515,-74.0097643
10007.0,173 BROADWAY,Commercial,2.0,93.0,1920.0,40.7100088,-74.0101861
10007.0,22 CORTLANDT STREET,High Rise,34.0,213.0,1973.0,40.7104644,-74.0105
10007.0,175 BROADWAY,Commercial,5.0,88.0,1920.0,40.7100582,-74.0101429
10007.0,55 CHURCH STREET,High Rise,58.0,156.58,1961.0,40.7111396,-74.010244
10007.0,10 CORTLANDT STREET,Commercial,3.0,122.0,1920.0,40.7102338,-74.0103269
10006.0,137 GREENWICH STREET,High Rise,5.0,85.0,1916.0,40.7095007,-74.0126532
10006.0,104 TRINITY PLACE,Commercial,2.0,13.0,1900.0,40.7094597,-74.0119715
10006.0,133 GREENWICH STREET,High Rise,30.0,110.0,2014.0,40.7093333,-74.012664
10006.0,112 TRINITY PLACE,Commercial,5.0,28.92,1978.0,40.709564,-74.0119463
10007.0,181 BROADWAY,Commercial,7.0,100.0,1920.0,40.7102394,-74.009995
10006.0,120 LIBERTY STREET,High Rise,13.0,110.0,1900.0,40.709767,-74.0124621
10006.0,22 THAMES STREET,High Rise,71.0,76.82,2016.0,40.7091027,-74.0127686
10006.0,112 LIBERTY STREET,Commercial,,0.0,0.0,40.7095941,-74.0120978
10006.0,130 LIBERTY STREET,Commercial,3.0,50.0,2016.0,40.7101567,-74.0132161
10006.0,130 GREENWICH STREET,Commercial,,0.0,0.0,40.7096159,-74.0133891
10007.0,189 BROADWAY,Commercial,1.0,0.0,2009.0,40.710426,-74.0098291
10007.0,185 GREENWICH STREET,High Rise,104.0,198.0,2009.0,40.711639,-74.0123434
10004.0,17 BATTERY PLACE,Residential,31.0,0.0,1902.0,40.7056,-74.0158373
10006.0,100 GREENWICH STREET,High Rise,25.0,91.0,2015.0,40.7083012,-74.0137459
10006.0,120 GREENWICH STREET,Residential,13.0,64.0,1903.0,40.7090066,-74.0133998
10006.0,110 GREENWICH STREET,High Rise,13.0,96.0,1929.0,40.7087294,-74.0135801
10007.0,19 MURRAY STREET,Residential,6.0,0.0,1915.0,40.7137253,-74.0081198
10007.0,30 WARREN STREET,Residential,12.0,48.0,2017.0,40.7145213,-74.00799
10007.0,16 WARREN STREET,Residential,10.0,100.0,2006.0,40.7142249,-74.0075211
10007.0,19 WARREN STREET,Residential,6.0,0.0,1930.0,40.7138873,-74.0078348
10007.0,108 CHAMBERS STREET,Residential,10.0,75.0,1930.0,40.7148452,-74.0082498
10007.0,17 MURRAY STREET,Residential,5.0,100.0,1900.0,40.7136897,-74.0080476
10007.0,21 MURRAY STREET,High Rise,5.0,100.0,1890.0,40.7137583,-74.0081956
10007.0,90 CHAMBERS STREET,Residential,5.0,75.08,1915.0,40.714472,-74.0074309
10007.0,6 MURRAY STREET,High Rise,8.0,77.0,1920.0,40.7131956,-74.0080043
10007.0,33 WARREN STREET,High Rise,6.0,176.0,1930.0,40.7139971,-74.0084409
10007.0,17 PARK PLACE,High Rise,5.0,152.0,1920.0,40.713245,-74.0083867
10007.0,11 PARK PLACE,High Rise,18.0,152.0,1927.0,40.7131627,-74.0082279
10007.0,17 WARREN STREET,High Rise,5.0,76.0,1915.0,40.7138352,-74.0077194
10007.0,24 WARREN STREET,Residential,7.0,101.0,1915.0,40.7143649,-74.0078313
10007.0,94 CHAMBERS STREET,Commercial,5.0,75.0,1915.0,40.7145406,-74.0075824
10007.0,15 WARREN STREET,Residential,5.0,76.0,1920.0,40.7137995,-74.00764
10007.0,57 READE STREET,Residential,20.0,90.0,2010.0,40.7146148,-74.0063704
10007.0,12 WARREN STREET,Residential,12.0,100.0,1900.0,40.71417,-74.0074056
10007.0,92 CHAMBERS STREET,Residential,6.0,68.0,1915.0,40.7145076,-74.0075067
10007.0,87 CHAMBERS STREET,Residential,9.0,0.0,2013.0,40.71487,-74.007063
10007.0,91 CHAMBERS STREET,Residential,8.0,150.6,2009.0,40.7149551,-74.0072578
10007.0,270 BROADWAY,Residential,28.0,0.0,1910.0,40.7142661,-74.0069547
10007.0,261 BROADWAY,Residential,12.0,139.75,1915.0,40.7139395,-74.0069727
10007.0,265 BROADWAY,High Rise,5.0,116.67,1936.0,40.7140575,-74.0067996
10007.0,277 BROADWAY,High Rise,18.0,94.0,1900.0,40.7144336,-74.0064642
10007.0,99 CHAMBERS STREET,High Rise,6.0,151.0,1938.0,40.7151033,-74.0075717
10007.0,96 CHAMBERS STREET,Residential,5.0,75.0,1915.0,40.7145763,-74.0076582
10007.0,225 BROADWAY,High Rise,44.0,165.0,1927.0,40.7119906,-74.0086534
10007.0,41 MURRAY STREET,Residential,5.0,100.2,1915.0,40.714148,-74.0090577
10007.0,150 CHAMBERS STREET,Residential,5.0,0.0,1915.0,40.7156603,-74.0100355
10007.0,85 WEST BROADWAY,Residential,13.0,100.96,2007.0,40.7152047,-74.0091336
10013.0,93 READE STREET,Residential,6.0,75.0,1857.0,40.7154271,-74.008001
10007.0,154 CHAMBERS STREET,Commercial,5.0,72.0,1920.0,40.7157124,-74.0101509
10007.0,144 CHAMBERS STREET,Residential,5.0,64.0,1920.0,40.7155395,-74.0097685
10007.0,125 CHAMBERS STREET,High Rise,7.0,74.0,1890.0,40.7155423,-74.008809
10007.0,158 CHAMBERS STREET,Residential,5.0,75.0,1915.0,40.7157783,-74.0102989
10007.0,139 CHAMBERS STREET,High Rise,10.0,76.0,1915.0,40.7158003,-74.0094259
10007.0,145 CHAMBERS STREET,High Rise,5.0,76.0,1915.0,40.7158991,-74.009581
10007.0,90 WEST BROADWAY,High Rise,14.0,75.0,1920.0,40.7154984,-74.0095846
10007.0,65 WEST BROADWAY,High Rise,10.0,49.0,2018.0,40.7146063,-74.0096818
10007.0,250 BROADWAY,Residential,30.0,162.0,1964.0,40.712976,-74.0078131
10007.0,45 WARREN STREET,Residential,5.0,0.0,0.0,40.7144389,-74.0090469
10007.0,60 WARREN STREET,Residential,9.0,75.0,1915.0,40.7150071,-74.009332
10007.0,22 WARREN STREET,Residential,6.0,0.0,1915.0,40.7143292,-74.0077519
10007.0,25 MURRAY STREET,Residential,10.0,176.0,1930.0,40.7139312,-74.0082172
10007.0,37 WARREN STREET,Residential,11.0,100.0,1931.0,40.7142688,-74.0087547
10007.0,49 WARREN STREET,Residential,6.0,69.0,1900.0,40.7145075,-74.0092021
10007.0,18 WARREN STREET,Residential,5.0,0.0,1920.0,40.7142606,-74.0076004
10007.0,37 MURRAY STREET,Residential,6.0,90.0,1969.0,40.7140519,-74.0089279
10007.0,233 BROADWAY,Residential,60.5,196.0,1913.0,40.7124573,-74.0083289
10007.0,99 CHURCH STREET,Residential,70.0,148.0,2008.0,40.7127756,-74.0090359
10007.0,9 MURRAY STREET,Residential,12.0,90.0,1900.0,40.7136019,-74.0078492
10007.0,217 BROADWAY,High Rise,10.0,161.0,1918.0,40.7117463,-74.0088518
10007.0,30 VESEY STREET,High Rise,18.0,75.0,1912.0,40.7121525,-74.0098222
10007.0,67 MURRAY STREET,Residential,6.0,97.0,1920.0,40.7146831,-74.0102229
10007.0,59 MURRAY STREET,Commercial,3.0,0.0,1900.0,40.7144389,-74.0097359
10014.0,20 10 AVENUE,Commercial,,0.0,0.0,40.7408655,-74.0084876
10007.0,22 PARK PLACE,High Rise,5.0,75.0,1915.0,40.712707,-74.0086102
10007.0,57 WARREN STREET,High Rise,8.0,84.0,1920.0,40.71462,-74.009487
10007.0,114 CHAMBERS STREET,Commercial,4.0,75.0,1900.0,40.714933,-74.008441
10007.0,57 MURRAY STREET,Commercial,2.0,87.0,1900.0,40.7144032,-74.0096566
10007.0,43 PARK PLACE,High Rise,43.0,60.0,2017.0,40.7137252,-74.0097935
10007.0,20 WARREN STREET,Residential,5.0,100.0,1915.0,40.7142935,-74.0076762
10007.0,28 WARREN STREET,High Rise,5.0,100.92,1915.0,40.7144006,-74.0079107
10007.0,18 VESEY STREET,Commercial,5.0,98.0,1933.0,40.7119878,-74.0093749
10007.0,53 PARK PLACE,High Rise,12.0,165.0,1921.0,40.7140052,-74.0101543
10007.0,69 MURRAY STREET,High Rise,10.0,100.0,1920.0,40.7147215,-74.0103059
10007.0,73 WARREN STREET,Residential,6.0,72.0,1930.0,40.714974,-74.0102158
10007.0,100 CHAMBERS STREET,Residential,5.0,75.0,1915.0,40.7146476,-74.0078169
10007.0,98 CHAMBERS STREET,Residential,5.0,75.0,1900.0,40.7146119,-74.0077375
10007.0,20 VESEY STREET,High Rise,12.0,101.0,1907.0,40.7120482,-74.0095264
