zipcode,address,bldgclass,numfloors,bldgdepth,yearbuilt,latitude,longitude
10023.0,124 WEST 73 STREET,Residential,3.0,80.0,1882.0,40.7782885,-73.9793577
10023.0,128 WEST 73 STREET,Residential,4.0,73.0,1884.0,40.7783489,-73.9795021
10023.0,130 WEST 73 STREET,Residential,4.0,69.0,1884.0,40.7783764,-73.9795635
10023.0,134 WEST 73 STREET,Residential,4.0,69.0,1884.0,40.7784203,-73.9796682
10023.0,136 WEST 73 STREET,Residential,4.0,64.0,1883.0,40.778445,-73.9797295
10023.0,138 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7784725,-73.9797945
10023.0,140 WEST 73 STREET,Residential,4.0,81.0,1883.0,40.7785137,-73.9798884
10023.0,144 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7785521,-73.9799822
10023.0,146 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7785796,-73.9800472
10014.0,11 LEROY STREET,Residential,3.0,90.0,1913.0,40.7309078,-74.0034602
10014.0,15 LEROY STREET,Residential,5.0,78.0,1894.0,40.7308556,-74.0036226
10014.0,21 LEROY STREET,Residential,6.0,78.0,1899.0,40.730776,-74.0038751
10014.0,23 LEROY STREET,Residential,5.0,78.0,1890.0,40.7307486,-74.0039617
10014.0,36 LEROY STREET,Residential,4.0,20.0,1853.0,40.7304247,-74.004005
10014.0,1 LEROY STREET,Residential,6.0,0.0,1956.0,40.7309874,-74.0030994
10014.0,60 BEDFORD STREET,Residential,6.0,69.0,1905.0,40.7311575,-74.004521
10014.0,64 BEDFORD STREET,Residential,2.5,32.0,1821.0,40.7312371,-74.0045571
10014.0,66 BEDFORD STREET,Residential,2.5,32.0,1821.0,40.7312838,-74.004586
10014.0,68 BEDFORD STREET,Residential,3.0,32.0,1821.0,40.7313332,-74.004622
10026.0,115 WEST 118 STREET,Residential,3.0,56.0,1900.0,40.8039316,-73.9495681
10026.0,113 WEST 118 STREET,Residential,4.0,80.0,1900.0,40.8039069,-73.9495067
10026.0,111 WEST 118 STREET,Residential,3.0,66.0,1900.0,40.8038794,-73.9494453
10026.0,109 WEST 118 STREET,Residential,3.0,56.0,1900.0,40.8038547,-73.9493803
10026.0,105 WEST 118 STREET,Residential,3.0,56.0,1900.0,40.8037997,-73.9492503
10026.0,161 LENOX AVENUE,Residential,5.0,92.0,1896.0,40.803602,-73.949041
10026.0,163 LENOX AVENUE,Residential,5.0,87.0,1896.0,40.8036843,-73.9489795
10026.0,165 LENOX AVENUE,Commercial,2.5,97.0,2006.0,40.8037666,-73.9489217
10026.0,104 WEST 119 STREET,Residential,3.0,54.58,1901.0,40.8040439,-73.9490695
10026.0,108 WEST 119 STREET,Residential,3.0,61.0,1901.0,40.8040906,-73.9491851
10026.0,114 WEST 119 STREET,Residential,3.0,61.0,1901.0,40.8041648,-73.9493584
10026.0,116 WEST 119 STREET,Residential,3.0,61.0,1901.0,40.8041895,-73.9494198
10026.0,124 WEST 119 STREET,Residential,5.0,54.0,1901.0,40.8042857,-73.9496473
10026.0,126 WEST 119 STREET,Commercial,3.0,74.0,1898.0,40.8043104,-73.9497051
10026.0,130 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8043654,-73.9498351
10026.0,132 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8043901,-73.9498964
10026.0,134 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8044176,-73.9499614
10026.0,136 WEST 119 STREET,Residential,3.0,73.0,1896.0,40.8044451,-73.9500228
10026.0,140 WEST 119 STREET,Residential,3.0,68.0,1896.0,40.8044973,-73.9501492
10026.0,142 WEST 119 STREET,Residential,3.0,68.0,1896.0,40.8045247,-73.9502142
10026.0,144 WEST 119 STREET,Residential,3.0,68.0,1896.0,40.8045495,-73.9502756
10026.0,146 WEST 119 STREET,Residential,3.0,49.0,1890.0,40.8045769,-73.950337
10026.0,150 WEST 119 STREET,Residential,3.0,64.0,1890.0,40.8046236,-73.9504489
10026.0,152 WEST 119 STREET,Residential,3.0,57.0,1890.0,40.8046484,-73.9505067
10026.0,156 WEST 119 STREET,Residential,3.0,57.0,1890.0,40.8046951,-73.9506186
10026.0,158 WEST 119 STREET,Residential,4.0,90.0,1921.0,40.8047171,-73.9506728
10026.0,127 WEST 118 STREET,Residential,3.0,56.0,1899.0,40.8040909,-73.9499472
10026.0,117 WEST 118 STREET,Residential,3.0,59.0,1900.0,40.8039591,-73.9496331
10026.0,106 WEST 119 STREET,Residential,3.0,61.0,1895.0,40.8040686,-73.9491273
10026.0,118 WEST 119 STREET,Residential,3.0,61.0,1895.0,40.8042143,-73.949474
10026.0,128 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8043379,-73.9497701
10026.0,138 WEST 119 STREET,Residential,3.0,68.0,1896.0,40.8044698,-73.9500842
10026.0,148 WEST 119 STREET,Residential,3.0,98.0,1890.0,40.8045989,-73.9503912
10026.0,154 WEST 119 STREET,Residential,3.0,57.0,1890.0,40.8046731,-73.9505645
10026.0,100 WEST 119 STREET,Residential,7.0,96.0,1900.0,40.8039148,-73.9487662
10026.0,103 WEST 118 STREET,Residential,,0.0,1896.0,40.8037667,-73.9491745
10014.0,70 BEDFORD STREET,Residential,4.0,37.0,1807.0,40.7313798,-74.0046834
10014.0,72 BEDFORD STREET,Residential,6.0,45.0,1901.0,40.7314814,-74.0047303
10014.0,28 COMMERCE STREET,Residential,2.5,30.0,1821.0,40.7315116,-74.0046076
10014.0,26 COMMERCE STREET,Residential,3.0,35.0,1821.0,40.731528,-74.0045535
10014.0,20 COMMERCE STREET,Residential,4.0,64.0,1854.0,40.731572,-74.0043839
10014.0,18 COMMERCE STREET,Residential,2.5,30.0,1830.0,40.7316077,-74.0042576
10014.0,16 COMMERCE STREET,Residential,2.5,30.0,1830.0,40.7316543,-74.0041891
10014.0,14 COMMERCE STREET,Commercial,1.0,46.0,1965.0,40.7317147,-74.0041205
10014.0,57 7 AVENUE,Residential,4.0,39.0,1928.0,40.7316571,-74.0036875
10014.0,284 BLEECKER STREET,Residential,2.5,68.0,1832.0,40.731841,-74.0035504
10014.0,282 BLEECKER STREET,Residential,3.0,75.0,1830.0,40.7317504,-74.0035432
10014.0,280 BLEECKER STREET,Residential,4.0,63.0,1848.0,40.7316983,-74.0035035
10014.0,272 BLEECKER STREET,Residential,6.0,50.0,1904.0,40.7315693,-74.0033917
10014.0,5 MORTON STREET,Residential,5.0,62.0,1872.0,40.7315336,-74.0035252
10014.0,7 MORTON STREET,Residential,5.0,62.0,1872.0,40.7315061,-74.0036082
10014.0,51 7 AVENUE,High Rise,5.0,102.0,1886.0,40.7314622,-74.00372
10014.0,48 7 AVENUE SOUTH,High Rise,1.0,35.0,1922.0,40.7313167,-74.0043803
10014.0,63 BARROW STREET,Residential,3.0,21.0,1845.0,40.73183,-74.0048313
10014.0,59 BARROW STREET,High Rise,4.0,78.0,1909.0,40.7318107,-74.004687
10014.0,53 BARROW STREET,Residential,6.0,78.0,1909.0,40.7318519,-74.004503
10014.0,51 BARROW STREET,Residential,2.5,25.0,1826.0,40.7319535,-74.0043767
10014.0,49 BARROW STREET,Residential,3.0,25.0,1826.0,40.7319754,-74.0043082
10026.0,129 WEST 118 STREET,Residential,3.0,74.0,1899.0,40.8041184,-73.9500122
10026.0,157 WEST 119 STREET,Residential,5.0,86.0,1888.0,40.8050985,-73.9503872
10026.0,155 WEST 119 STREET,Residential,3.0,50.0,1890.0,40.8050655,-73.9503113
10026.0,151 WEST 119 STREET,Residential,4.0,50.0,1890.0,40.8050133,-73.9501849
10026.0,147 WEST 119 STREET,Residential,3.0,48.0,1890.0,40.8049583,-73.9500622
10026.0,145 WEST 119 STREET,Residential,3.0,72.0,1898.0,40.8049336,-73.9499972
10026.0,143 WEST 119 STREET,Residential,3.0,69.0,1898.0,40.8049061,-73.9499358
10026.0,141 WEST 119 STREET,Residential,3.0,69.0,1898.0,40.8048787,-73.9498708
10026.0,137 WEST 119 STREET,Residential,3.0,69.0,1898.0,40.8048292,-73.949748
10026.0,135 WEST 119 STREET,Residential,3.0,69.0,1898.0,40.8048017,-73.9496866
10026.0,133 WEST 119 STREET,Residential,3.0,69.0,1898.0,40.8047742,-73.9496216
10026.0,131 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8047468,-73.9495566
10026.0,129 WEST 119 STREET,Residential,3.0,56.0,1898.0,40.8047193,-73.9494953
10026.0,125 WEST 119 STREET,Residential,3.0,55.0,1896.0,40.8046671,-73.9493689
10026.0,123 WEST 119 STREET,Residential,3.5,67.0,1896.0,40.8046396,-73.9493039
10026.0,121 WEST 119 STREET,Residential,3.0,55.0,1896.0,40.8046121,-73.9492389
10026.0,119 WEST 119 STREET,Residential,3.0,65.0,1896.0,40.8045874,-73.9491739
10026.0,115 WEST 119 STREET,Residential,3.0,65.0,1896.0,40.8045352,-73.9490547
10026.0,113 WEST 119 STREET,Residential,3.0,65.0,1896.0,40.8045105,-73.9489969
10026.0,109 WEST 119 STREET,Residential,3.0,65.0,1896.0,40.8044583,-73.9488742
10026.0,183 LENOX AVENUE,Residential,4.0,69.0,1887.0,40.8042605,-73.9485167
10026.0,187 LENOX AVENUE,Residential,4.0,50.0,1887.0,40.804351,-73.948448
10026.0,189 LENOX AVENUE,Residential,5.0,75.0,1887.0,40.8043977,-73.9484155
10026.0,191 LENOX AVENUE,Residential,5.0,47.0,1888.0,40.8044471,-73.9483938
10026.0,195 LENOX AVENUE,Residential,4.0,74.0,1888.0,40.8045431,-73.9483251
10026.0,197 LENOX AVENUE,Residential,4.0,63.0,1888.0,40.8045898,-73.9482889
10026.0,199 LENOX AVENUE,Residential,4.0,70.0,1888.0,40.8046419,-73.9482527
10027.0,102 WEST 120 STREET,Residential,3.0,50.0,1887.0,40.8046173,-73.9484839
10027.0,106 WEST 120 STREET,Residential,3.0,61.0,1887.0,40.8046667,-73.9486031
10027.0,108 WEST 120 STREET,Residential,3.0,61.0,1887.0,40.8046915,-73.9486609
10027.0,110 WEST 120 STREET,Residential,3.0,50.0,1887.0,40.8047135,-73.948715
10027.0,112 WEST 120 STREET,Residential,5.0,70.0,1893.0,40.8047409,-73.9487764
10027.0,116 WEST 120 STREET,Residential,3.0,68.0,1893.0,40.8047931,-73.9488992
10027.0,118 WEST 120 STREET,Residential,3.0,68.0,1893.0,40.8048179,-73.9489642
10027.0,120 WEST 120 STREET,Residential,3.0,68.0,1893.0,40.8048453,-73.9490256
10027.0,122 WEST 120 STREET,Residential,3.0,68.0,1893.0,40.8048701,-73.9490834
10014.0,47 BARROW STREET,Residential,3.0,30.0,1826.0,40.7319974,-74.004236
10014.0,45 BARROW STREET,Residential,3.0,35.0,1828.0,40.7320221,-74.0041675
10014.0,43 BARROW STREET,Residential,3.0,35.0,1828.0,40.7320413,-74.0040989
10014.0,41 BARROW STREET,Residential,2.5,25.0,1828.0,40.7320633,-74.0040267
10014.0,39 BARROW STREET,Residential,3.0,25.0,1828.0,40.7320743,-74.003951
10014.0,74 7 AVENUE SOUTH,Commercial,2.0,55.58,1921.0,40.7321292,-74.0038824
10014.0,9 COMMERCE STREET,Residential,3.0,35.0,1826.0,40.7319398,-74.0040376
10014.0,11 COMMERCE STREET,Residential,3.0,33.0,1826.0,40.7319178,-74.0041061
10014.0,13 COMMERCE STREET,Residential,3.0,30.0,1826.0,40.7318959,-74.0041783
10014.0,15 COMMERCE STREET,Residential,3.0,25.0,1826.0,40.7318739,-74.0042468
10014.0,17 COMMERCE STREET,Residential,2.5,25.0,1830.0,40.7318519,-74.0043154
10014.0,76 BEDFORD STREET,Residential,5.0,0.0,1921.0,40.7317311,-74.0048422
10014.0,13 MORTON STREET,Residential,5.0,36.0,1896.0,40.7313579,-74.0038463
10014.0,58 BARROW STREET,Residential,3.0,0.0,1827.0,40.7320276,-74.0049649
10014.0,86 BEDFORD STREET,Residential,3.0,68.0,1831.0,40.7320907,-74.0050551
10014.0,88 BEDFORD STREET,Residential,3.5,40.0,1851.0,40.7321538,-74.0050912
10014.0,90 BEDFORD STREET,Residential,6.0,28.17,1899.0,40.7322938,-74.0052499
10014.0,26 GROVE STREET,High Rise,6.0,86.0,1927.0,40.7323844,-74.0049577
10014.0,28 GROVE STREET,Residential,3.0,53.0,1852.0,40.7324228,-74.0048386
10014.0,30 GROVE STREET,Residential,4.0,53.0,1852.0,40.7324448,-74.0047664
10027.0,126 WEST 120 STREET,Residential,3.0,68.0,1893.0,40.8049195,-73.9492025
10027.0,128 WEST 120 STREET,Residential,3.0,55.0,1893.0,40.804947,-73.9492639
10027.0,134 WEST 120 STREET,Residential,3.0,51.0,1887.0,40.8049717,-73.9493253
10027.0,138 WEST 120 STREET,Residential,3.0,52.0,1887.0,40.8050184,-73.9494372
10027.0,140 WEST 120 STREET,Residential,4.0,51.0,1887.0,40.8050432,-73.9494914
10027.0,144 WEST 120 STREET,Residential,3.0,52.0,1887.0,40.8050899,-73.9496069
10027.0,146 WEST 120 STREET,Residential,3.0,63.0,1887.0,40.8051146,-73.9496647
10027.0,148 WEST 120 STREET,Residential,3.0,51.0,1891.0,40.8051366,-73.9497189
10027.0,152 WEST 120 STREET,Residential,3.0,52.0,1891.0,40.8051806,-73.9498236
10027.0,156 WEST 120 STREET,Residential,3.0,55.0,1895.0,40.8052245,-73.9499283
10027.0,158 WEST 120 STREET,Residential,3.0,65.0,1895.0,40.8052465,-73.9499789
10027.0,160 WEST 120 STREET,Commercial,4.0,68.0,1895.0,40.8052685,-73.950033
10027.0,164 WEST 120 STREET,Residential,4.0,71.0,1895.0,40.8053124,-73.9501378
10027.0,166 WEST 120 STREET,Residential,5.0,78.0,1887.0,40.8053482,-73.9502208
10026.0,149 WEST 119 STREET,Residential,3.0,49.0,1890.0,40.8049858,-73.9501236
10026.0,139 WEST 119 STREET,Residential,3.0,68.0,1898.0,40.8048539,-73.9498094
10026.0,127 WEST 119 STREET,Residential,4.0,68.0,1898.0,40.8046946,-73.9494303
10026.0,117 WEST 119 STREET,Residential,3.0,65.0,1896.0,40.8045599,-73.9491125
10026.0,111 WEST 119 STREET,Residential,3.0,55.0,1896.0,40.8044857,-73.9489356
10026.0,185 LENOX AVENUE,Residential,4.0,50.0,1887.0,40.8043044,-73.9484842
10026.0,193 LENOX AVENUE,Residential,4.0,64.0,1888.0,40.8044937,-73.9483612
10027.0,104 WEST 120 STREET,Residential,3.0,61.0,1887.0,40.804642,-73.9485453
10027.0,114 WEST 120 STREET,Commercial,3.0,88.0,1893.0,40.8047657,-73.9488378
10027.0,124 WEST 120 STREET,Residential,3.0,67.0,1893.0,40.8048948,-73.9491447
10027.0,136 WEST 120 STREET,Residential,3.0,50.0,1887.0,40.8049965,-73.9493831
10027.0,142 WEST 120 STREET,Residential,3.0,52.0,1887.0,40.8050652,-73.9495492
10027.0,150 WEST 120 STREET,Residential,3.0,50.0,1891.0,40.8051586,-73.9497694
10027.0,154 WEST 120 STREET,Residential,3.0,67.0,1895.0,40.8052025,-73.9498742
10027.0,162 WEST 120 STREET,Residential,4.0,67.0,1895.0,40.8052932,-73.9500872
10026.0,105 WEST 119 STREET,Residential,4.0,0.0,1892.0,40.8044143,-73.9487658
10026.0,103 WEST 119 STREET,Residential,3.0,86.0,1892.0,40.8043923,-73.9487117
10027.0,159 WEST 120 STREET,Residential,3.0,54.0,1886.0,40.8057598,-73.9500146
10027.0,155 WEST 120 STREET,Residential,3.0,54.0,1886.0,40.8057186,-73.9499135
10027.0,153 WEST 120 STREET,Residential,3.0,66.0,1891.0,40.8056938,-73.9498593
10027.0,151 WEST 120 STREET,Residential,3.0,78.0,1891.0,40.8056691,-73.9498016
10027.0,147 WEST 120 STREET,Residential,3.0,78.0,1891.0,40.8056196,-73.9496824
10014.0,32 GROVE STREET,Residential,3.0,38.0,1852.0,40.7324667,-74.0046979
10014.0,34 GROVE STREET,Residential,3.0,50.0,1852.0,40.7324915,-74.0046257
10014.0,36 GROVE STREET,Residential,4.0,54.0,1852.0,40.7325134,-74.0045572
10014.0,38 GROVE STREET,Residential,3.0,70.0,1852.0,40.7325354,-74.0044886
10014.0,40 GROVE STREET,Residential,4.0,67.0,1852.0,40.7325573,-74.0044092
10014.0,42 GROVE STREET,Residential,6.0,86.0,1914.0,40.732593,-74.004301
10014.0,310 BLEECKER STREET,Residential,4.0,41.0,1847.0,40.7326589,-74.0040845
10014.0,308 BLEECKER STREET,Residential,4.0,41.0,1847.0,40.7326068,-74.0040556
10014.0,306 BLEECKER STREET,Residential,4.0,42.0,1847.0,40.7325573,-74.0040232
10014.0,304 BLEECKER STREET,Residential,4.0,80.0,1829.0,40.7325052,-74.0039943
10014.0,298 BLEECKER STREET,Residential,3.0,60.0,1829.0,40.7323597,-74.0039077
10014.0,38 BARROW STREET,Residential,3.0,48.0,1851.0,40.7323076,-74.0042613
10014.0,40 BARROW STREET,Residential,3.0,60.0,1851.0,40.7322829,-74.0043407
10014.0,42 BARROW STREET,Residential,3.5,35.0,1851.0,40.7322582,-74.0044128
10014.0,44 BARROW STREET,Education,3.0,58.0,1851.0,40.7322362,-74.0044886
10014.0,46 BARROW STREET,Education,3.0,58.0,1851.0,40.7322115,-74.0045608
10014.0,52 BARROW STREET,Residential,5.0,67.0,1891.0,40.7321346,-74.0047989
10014.0,54 BARROW STREET,Residential,5.0,77.0,1891.0,40.7321099,-74.0048819
10014.0,56 BARROW STREET,Residential,2.0,23.0,1889.0,40.7319864,-74.0049107
10014.0,102 BEDFORD STREET,Residential,3.0,49.0,1830.0,40.7327412,-74.0054665
10014.0,104 BEDFORD STREET,High Rise,5.0,69.0,1891.0,40.732829,-74.005452
10014.0,120 CHRISTOPHER STREET,Residential,5.0,76.0,1883.0,40.7329937,-74.0055928
10014.0,118 CHRISTOPHER STREET,Residential,5.0,71.0,1885.0,40.7330294,-74.0054484
10014.0,112 CHRISTOPHER STREET,Residential,3.0,97.0,1921.0,40.7330541,-74.005167
10014.0,106 CHRISTOPHER STREET,High Rise,5.0,78.0,1898.0,40.7330843,-74.0050335
10014.0,100 CHRISTOPHER STREET,Residential,5.0,60.0,1912.0,40.7331337,-74.0048242
10014.0,98 CHRISTOPHER STREET,Residential,6.0,50.0,1856.0,40.7331694,-74.0046582
10027.0,145 WEST 120 STREET,Residential,3.0,66.0,1891.0,40.8055949,-73.949621
10027.0,143 WEST 120 STREET,Residential,3.0,66.0,1891.0,40.8055674,-73.9495596
10027.0,139 WEST 120 STREET,Residential,3.0,55.0,1891.0,40.8055152,-73.9494369
10027.0,137 WEST 120 STREET,Residential,3.0,67.0,1891.0,40.8054905,-73.9493755
10027.0,135 WEST 120 STREET,Residential,3.0,70.0,1891.0,40.805463,-73.9493105
10027.0,133 WEST 120 STREET,Residential,3.0,55.0,1891.0,40.8054356,-73.9492491
10027.0,129 WEST 120 STREET,Residential,3.0,55.0,1891.0,40.8053806,-73.9491191
10027.0,127 WEST 120 STREET,Residential,3.0,66.0,1891.0,40.8053531,-73.9490541
10027.0,125 WEST 120 STREET,Residential,3.0,76.0,1896.0,40.8053257,-73.9489855
10027.0,123 WEST 120 STREET,Residential,3.0,56.0,1896.0,40.8053009,-73.9489241
10027.0,121 WEST 120 STREET,Residential,3.0,69.0,1896.0,40.8052734,-73.9488627
10027.0,117 WEST 120 STREET,Residential,3.0,56.0,1896.0,40.8052185,-73.9487327
10027.0,115 WEST 120 STREET,Residential,3.0,56.0,1896.0,40.8051938,-73.9486713
10027.0,113 WEST 120 STREET,Residential,3.0,72.0,1896.0,40.8051663,-73.9486063
10027.0,111 WEST 120 STREET,Residential,3.0,69.0,1896.0,40.8051388,-73.9485449
10027.0,107 WEST 120 STREET,Residential,3.0,69.0,1896.0,40.8050866,-73.9484186
10027.0,103 WEST 120 STREET,High Rise,6.0,84.0,1910.0,40.8050399,-73.9483102
10027.0,201 LENOX AVENUE,Commercial,3.0,98.0,1907.0,40.8049382,-73.9480683
10027.0,100 WEST 121 STREET,Residential,6.0,75.0,1907.0,40.8051687,-73.9478442
10027.0,102 WEST 121 STREET,Residential,3.0,73.0,1890.0,40.8052346,-73.948003
10027.0,104 WEST 121 STREET,Residential,3.0,55.0,1890.0,40.8052621,-73.948068
10027.0,108 WEST 121 STREET,Residential,3.0,70.0,1890.0,40.8053171,-73.9482016
10027.0,110 WEST 121 STREET,Residential,3.0,55.0,1890.0,40.8053445,-73.948263
10027.0,112 WEST 121 STREET,Residential,4.0,74.0,1890.0,40.8053748,-73.9483316
10027.0,116 WEST 121 STREET,Residential,4.0,56.0,1889.0,40.8053995,-73.9483966
10027.0,120 WEST 121 STREET,Residential,4.0,68.0,1890.0,40.8054544,-73.948523
10027.0,122 WEST 121 STREET,Residential,4.0,55.0,1890.0,40.8054819,-73.9485916
10027.0,124 WEST 121 STREET,Residential,4.0,55.0,1890.0,40.8055067,-73.9486494
10027.0,126 WEST 121 STREET,Residential,4.0,68.0,1890.0,40.8055341,-73.9487108
10027.0,128 WEST 121 STREET,Residential,4.0,55.0,1890.0,40.8055589,-73.9487758
10027.0,132 WEST 121 STREET,Residential,4.0,66.0,1890.0,40.8056138,-73.9489022
10027.0,134 WEST 121 STREET,Residential,3.0,68.0,1890.0,40.8056413,-73.9489672
10027.0,136 WEST 121 STREET,Residential,3.0,55.0,1888.0,40.8056688,-73.9490286
10027.0,140 WEST 121 STREET,Residential,3.0,55.0,1888.0,40.805721,-73.9491549
10027.0,142 WEST 121 STREET,Residential,3.0,55.0,1888.0,40.8057457,-73.9492163
10027.0,144 WEST 121 STREET,Residential,3.0,55.0,1888.0,40.8057732,-73.9492813
10027.0,146 WEST 121 STREET,Residential,4.0,50.0,1887.0,40.8057979,-73.9493427
10027.0,152 WEST 121 STREET,Residential,4.0,50.0,1887.0,40.8058693,-73.9495088
10027.0,154 WEST 121 STREET,Residential,4.0,50.0,1887.0,40.8058941,-73.9495666
10027.0,158 WEST 121 STREET,Residential,3.0,53.0,1888.0,40.8059408,-73.9496822
10027.0,162 WEST 121 STREET,Residential,3.0,53.0,1888.0,40.8059902,-73.9497941
10027.0,164 WEST 121 STREET,Residential,3.0,60.0,1888.0,40.8060122,-73.9498447
10027.0,157 WEST 120 STREET,Residential,3.0,54.0,1886.0,40.8057378,-73.9499641
10027.0,149 WEST 120 STREET,Residential,3.0,66.0,1891.0,40.8056444,-73.9497438
10027.0,141 WEST 120 STREET,Commercial,3.0,66.0,1891.0,40.8055427,-73.9494982
10027.0,131 WEST 120 STREET,Residential,3.0,55.0,1891.0,40.8054081,-73.9491841
10027.0,119 WEST 120 STREET,Residential,3.0,56.0,1896.0,40.805246,-73.9487977
10027.0,109 WEST 120 STREET,Residential,3.0,68.0,1896.0,40.8051141,-73.9484799
10027.0,106 WEST 121 STREET,Residential,3.0,54.0,1890.0,40.8052896,-73.948133
10027.0,118 WEST 121 STREET,Residential,4.0,70.0,1889.0,40.805427,-73.948458
10027.0,130 WEST 121 STREET,Residential,4.0,68.0,1890.0,40.8055863,-73.9488408
10027.0,138 WEST 121 STREET,Residential,3.0,66.0,1888.0,40.8056935,-73.9490936
10027.0,156 WEST 121 STREET,Residential,3.0,53.0,1888.0,40.8059188,-73.9496244
10027.0,160 WEST 121 STREET,Residential,3.0,53.0,1888.0,40.8059655,-73.9497399
10027.0,148 WEST 121 STREET,Residential,5.0,64.54,1887.0,40.8058226,-73.9493969
10027.0,159 WEST 121 STREET,Residential,3.0,52.0,1886.0,40.8063661,-73.9495085
10027.0,155 WEST 121 STREET,Residential,3.0,52.0,1886.0,40.8063167,-73.9493929
10027.0,153 WEST 121 STREET,Residential,3.0,52.0,1886.0,40.8062919,-73.9493315
10027.0,149 WEST 121 STREET,Residential,3.0,52.0,1886.0,40.8062425,-73.9492123
10027.0,101 WEST 121 STREET,Residential,3.0,60.0,1890.0,40.8055913,-73.9477607
10027.0,225 LENOX AVENUE,Commercial,3.0,80.0,1891.0,40.8054897,-73.94762
10027.0,227 LENOX AVENUE,Residential,4.0,74.0,1889.0,40.805583,-73.9475512
10027.0,229 LENOX AVENUE,Commercial,4.0,85.0,1899.0,40.8056599,-73.9475404
10027.0,231 LENOX AVENUE,Residential,5.0,50.0,1884.0,40.805701,-73.9474681
10027.0,235 LENOX AVENUE,Residential,4.0,77.0,1884.0,40.805797,-73.9473958
10027.0,237 LENOX AVENUE,Residential,4.0,48.0,1884.0,40.8058464,-73.9473596
10027.0,239 LENOX AVENUE,Residential,4.0,72.0,1884.0,40.8058958,-73.9473234
10027.0,104 WEST 122 STREET,Residential,3.0,53.0,1887.0,40.8058685,-73.9475582
10027.0,154 WEST 122 STREET,Commercial,4.0,49.0,1883.0,40.8064757,-73.9490063
10027.0,156 WEST 122 STREET,Residential,4.0,55.0,1883.0,40.8065004,-73.949064
10027.0,158 WEST 122 STREET,Residential,4.0,49.0,1883.0,40.8065252,-73.9491218
10027.0,164 WEST 122 STREET,Residential,4.0,52.0,1883.0,40.8065993,-73.9493024
10023.0,148 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.778607,-73.9801122
10023.0,150 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7786345,-73.9801736
10023.0,154 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7786867,-73.9802999
10023.0,156 WEST 73 STREET,Residential,4.0,51.0,1881.0,40.7787114,-73.9803613
10023.0,167 WEST 72 STREET,Residential,5.0,91.0,1884.0,40.7786154,-73.9808993
10023.0,147 WEST 72 STREET,Residential,5.0,76.0,1884.0,40.7783546,-73.980282
10023.0,141 WEST 72 STREET,Residential,5.0,96.0,1887.0,40.7782804,-73.9801051
10023.0,104 WEST 73 STREET,Residential,4.0,67.0,1885.0,40.7780386,-73.978762
10023.0,114 WEST 73 STREET,Residential,4.0,65.0,1885.0,40.778165,-73.9790652
10023.0,122 WEST 73 STREET,Residential,3.0,54.0,1882.0,40.7782693,-73.9793071
10023.0,132 WEST 73 STREET,Residential,4.0,70.0,1884.0,40.7783956,-73.979614
10023.0,152 WEST 73 STREET,Residential,4.0,70.0,1883.0,40.7786592,-73.9802386
10023.0,175 WEST 73 STREET,High Rise,15.0,97.0,1925.0,40.7793345,-73.9806608
10023.0,167 WEST 73 STREET,Residential,4.0,65.0,1882.0,40.7792137,-73.9803612
10023.0,163 WEST 73 STREET,Residential,4.0,65.0,1882.0,40.7791725,-73.9802601
10023.0,161 WEST 73 STREET,Residential,5.0,70.0,1882.0,40.7791368,-73.9801807
10023.0,159 WEST 73 STREET,Residential,4.0,70.0,1882.0,40.7791121,-73.9801193
10023.0,155 WEST 73 STREET,Residential,4.0,70.0,1882.0,40.7790599,-73.9799893
10023.0,141 WEST 73 STREET,High Rise,15.0,98.0,1919.0,40.7789556,-73.9797474
10023.0,139 WEST 73 STREET,Commercial,,0.0,1920.0,40.7787414,-73.9792348
10023.0,103 WEST 73 STREET,Residential,4.0,50.0,1880.0,40.7784064,-73.9784405
10023.0,101 WEST 73 STREET,Residential,4.0,95.0,1880.0,40.7783734,-73.9783575
10023.0,100 WEST 74 STREET,Residential,5.0,102.0,1887.0,40.7786177,-73.978166
10023.0,102 WEST 74 STREET,Residential,4.0,102.0,1887.0,40.7786479,-73.9782382
10023.0,104 WEST 74 STREET,Residential,4.0,70.0,1887.0,40.7786753,-73.9782996
10023.0,106 WEST 74 STREET,Residential,4.0,75.0,1887.0,40.7786973,-73.9783538
10023.0,108 WEST 74 STREET,Residential,4.0,75.0,1887.0,40.778722,-73.9784115
10023.0,112 WEST 74 STREET,Residential,4.0,70.0,1887.0,40.7787769,-73.9785415
10023.0,116 WEST 74 STREET,Residential,4.0,71.0,1887.0,40.7788264,-73.9786606
10023.0,118 WEST 74 STREET,Residential,4.0,70.0,1887.0,40.7788538,-73.9787256
10023.0,120 WEST 74 STREET,Residential,4.0,70.0,1887.0,40.778884,-73.9787978
