name,longitude,latitude
E 165 St & Clay Ave,-73.91288,40.82809
W 49 St & 8 Ave,-73.98788205,40.76227205
Wadsworth Ave & W 179 St,-73.936064,40.848467
43 Ave & 40 St,-73.92402,40.74562
Knickerbocker Ave & Thames St,-73.92976,40.70539
Leonard St & Nassau Ave,-73.94984364509583,40.7239567849954
E 157 St & River Ave,-73.927311,40.825737
Adam Clayton Powell Blvd & W 141 St,-73.941057,40.819241
Riverside Blvd & W 67 St,-73.98888587951659,40.777507027547976
N 10 St & Berry St,-73.957082,40.720253
Riverside Dr & W 145 St,-73.951989,40.827305
E 75 St & 3 Ave,-73.95772297,40.77112927
W Burnside Ave & University Ave,-73.912498,40.853686
Leonard St & Church St,-74.005549,40.717571
Adam Clayton Powell Blvd & W 115 St,-73.9532423,40.802535
51 St & 43 Ave,-73.91412,40.74451
8 Ave & W 31 St,-73.9946848154068,40.7505853470215
38 St & 30 Ave,-73.91583994030952,40.764174520197685
Concourse Village West & E 156 St,-73.923267,40.823162
W 116 St & Broadway,-73.9641,40.8082
Lorimer St & Broadway,-73.94818595,40.70411791
Audubon Ave & W 192 St,-73.92708241939545,40.85589030603889
39 Dr & 52 St,-73.91197,40.74732
Hamilton Pl & W 140 St,-73.951346,40.822756
Driggs Ave & Lorimer St,-73.9504154,40.72179134
53 St & Flushing Ave,-73.91405,40.71435
W 56 St & 8 Ave,-73.98313522338867,40.765959181657976
W 145 St & Amsterdam Ave,-73.947257,40.825244
FDR Drive & E 35 St,-73.97121214,40.744219
Gansevoort St & Hudson St,-74.00520807425661,40.73937600789778
E 170 St & Webster Ave,-73.90730146322765,40.83617913677475
2 Ave & E 96 St,-73.9471673,40.7839636
Southern Blvd & E 142 St,-73.90809774398804,40.807347437082
30 Ave & 12 St,-73.93159255385399,40.77171710520828
Madison St & Clinton St,-73.98776323,40.71269042
Riverside Dr & W 104 St,-73.9711457439,40.8013434
E 115 St & Lexington Ave,-73.9423,40.797911
W 18 St & 9 Ave,-74.00367558002472,40.7435337324616
7 Ave & W 55 St,-73.980973,40.764126
Suydam St & Knickerbocker Ave,-73.923769,40.702013
E 48 St & 3 Ave,-73.971878855,40.7546011026
E 94 St & Madison Ave,-73.95482444378061,40.78585105291389
Little West St & 1 Pl,-74.01677685,40.70569254
31 St & Ditmars Blvd,-73.910485,40.776168
E 20 St & FDR Dr,-73.9756813647,40.733208626522426
E 116 St & 2 Ave,-73.937261,40.796879
E 11 St & 1 Ave,-73.98426726,40.72953837
Lexington Ave & E 29 St,-73.98215353488922,40.74311555376486
48 Ave & 5 St,-73.9558732509613,40.74436328706688
Popham Ave & W 174 St,-73.922079,40.847746
43 Ave & 42 St,-73.9219419658184,40.74534682580983
E 12 St & 3 Ave,-73.98889957,40.73223272
Brook Ave & E 138 St,-73.91924,40.807408
Vernon Blvd & 10 St,-73.9373554,40.7671863
23 Rd & 31 St,-73.91382560133934,40.77336750284339
30 Ave & 47 St,-73.909562,40.761294
W 43 St & 10 Ave,-73.99461843,40.76009437
Wadsworth Ave & W 175 St,-73.937648,40.846052
Bronx Shore Comfort Station,-73.92404,40.80046
Broadway & W 25 St,-73.98918628692627,40.74286877312112
W 20 St & 10 Ave,-74.005141,40.745686
6 Ave & Canal St,-74.00566443,40.72243797
E 81 St & 1 Ave,-73.95197331905365,40.77377781072322
E 118 St & 3 Ave,-73.9389152,40.799139
Wyckoff Ave & Jefferson St,-73.923711,40.707165
W 25 St & 9 Ave,-74.0005722643582,40.74783260583772
Manhattan Ave & Devoe St,-73.9459867,40.713532
University Pl & E 14 St,-73.992085,40.734814
48 Ave & 41 St,-73.92400324344635,40.73985995699164
57 St & Grand Ave,-73.9124,40.71921
Scholes St & Lorimer St,-73.948732,40.708323
Walnut Ave & E 136 St,-73.909513,40.801657
Ave D & E 8 St,-73.97574813,40.72368361
30 St & 48 Ave,-73.937999,40.7413272
Greenpoint Ave & West St,-73.959099,40.729803
Spring St & Hudson St,-74.0076532959938,40.72583996792375
Old Fulton St,-73.99383605,40.70277159
Mercer St & Spring St,-73.99949601,40.72362738
W 45 St & 8 Ave,-73.98859651,40.75929124
Grand Concourse & E Mount Eden Ave,-73.91172,40.84301
E 27 St & Park Ave S,-73.9847157150507,40.74275179648995
E 53 St & Lexington Ave,-73.97069431,40.75828065
Wythe Ave & Metropolitan Ave,-73.963198,40.716887
Broadway & E 21 St,-73.98958593606949,40.73988840858996
W 46 St & 11 Ave,-73.99667444,40.76341379
Davidson Ave & W Burnside Ave,-73.908731,40.853646
Hudson St & Reade St,-74.0091059,40.71625008
24 Ave & 29 St,-73.916142,40.7729
Broadway & W 185 St,-73.93441,40.852538
21 St & 43 Ave,-73.94594845,40.75052534
W 10 St & Washington St,-74.00851495563984,40.73342399437081
E 81 St & 3 Ave,-73.9567526,40.77573034
E 16 St & 5 Ave,-73.99238967,40.73726186
43 Ave & 47 St,-73.91728967428207,40.7448062877224
Morgan Ave & Maspeth Ave,-73.93637,40.716657
St Marks Pl & 2 Ave,-73.98713956,40.7284186
N 5 St & Northside Piers,-73.963865,40.719876
Center Blvd & 51 Ave,-73.95960688591003,40.74336608027021
W 84 St & Columbus Ave,-73.97283406,40.78499979
Devoe St & Lorimer St,-73.9491033554077,40.71335226222875
St Nicholas Ave & W 150 St,-73.942722,40.827212
44 Dr & Jackson Ave,-73.9432635,40.74718234
Jerome Ave & E 164 St,-73.926226,40.831444
W 41 St & 8 Ave,-73.9900262,40.75640548
University Ave & Brandt Pl,-73.918389,40.848354
W 44 St & 5 Ave,-73.98014437,40.75500254
E 85 St & 3 Ave,-73.95407149,40.77801203
Andrew Ave N & Hall of Fame Tce,-73.91008,40.85834
Icahn Stadium,-73.92389,40.79346
Henry St & Grand St,-73.981095,40.714211
King St & Varick St,-74.00536268949507,40.72789701409023
Lorimer St & Harrison Ave,-73.94984,40.702726
6 Ave & W 34 St,-73.98805,40.74964
28 St & 41 Ave,-73.93797,40.751047
Ave D & E 10 St,-73.97515833377838,40.72506551015475
Union Ave & N 12 St,-73.95242,40.71924
30 Ave & 41 St,-73.914142,40.763422
Inwood Ave & W 170 St,-73.919228,40.840536
E 6 St & Ave D,-73.97668709,40.72228087
W 16 St & The High Line,-74.00681753,40.74334935
21 St & 36 Ave,-73.9362726,40.7601853
E 41 St & Madison Ave (SE corner),-73.979635,40.752049
Columbus Ave & W 103 St,-73.9643412291,40.7969347
Queens Plaza North & Crescent St,-73.94073717,40.75110165
Broadway & W 142 St,-73.951947,40.824686
Pleasant Ave & E 116 St,-73.9333349,40.7949879
39 Ave & 56 St,-73.90699,40.74838
Nelson Ave & W 172 St,-73.920999,40.843965
Anderson Ave & W 164 St,-73.927421,40.832057
Walton Ave & E 171 St,-73.915073,40.840683
47 Ave & 48 St,-73.91708,40.74086
W 13 St & 5 Ave,-73.99431,40.735445
Edgecombe Ave & W 150 St,-73.941427,40.826881
Southpoint Park,-73.95865201950072,40.75370225419114
W 129 St & Convent Ave,-73.95324736833572,40.814394437915816
E 10 St & Ave A,-73.98142006,40.72740794
Jerome Ave & W 177 St,-73.910765,40.850121
Fulton St & William St,-74.00655090808868,40.70960089363537
Willoughby Ave & Wyckoff Ave,-73.92153,40.705614
W 44 St & 11 Ave,-73.996975,40.762009
Onderdonk Ave & Dekalb Ave,-73.91497,40.70863
Frederick Douglass Blvd & Harlem River Dr,-73.936371,40.830702
Amsterdam Ave & W 152 St,-73.944279,40.829523
3 Ave & E 112 St,-73.941606,40.795508
W 218 St & Broadway,-73.914318,40.87139
W 144 St & Adam Clayton Powell Blvd,-73.939249,40.820877
Centre St & Worth St,-74.00234482,40.71494807
Gerard Ave & E 164 St,-73.923391,40.830262
3 Ave & Franklin Ave,-73.907451,40.82696
Norman Ave & Leonard St,-73.950815,40.725819
E 72 St & Park Ave,-73.96409422159195,40.77118287540658
Cabrini Blvd & W 177 St,-73.941343,40.848282
Newton Rd & 44 St,-73.9142678,40.7595701
27 Ave & 3 St,-73.9342,40.77485
Broadway & W 36 St,-73.98765428,40.75097711
E 103 St & Lexington Ave,-73.94755757,40.7903051
Division Ave & Hooper St,-73.9544353965357,40.70684203101325
8 Ave & W 16 St,-74.001702,40.740983
E 135 St & St Ann's Ave,-73.918889,40.805089
